neg_event,event
PersonX does not want to learn spanish,PersonX wants to learn spanish
PersonX does not skip class,PersonX skips class
PersonX does not take a new job,PersonX takes a new job
PersonX does not really piss PersonY off,PersonX really pisses PersonY off
PersonX does not want to learn to cook,PersonX wants to learn to cook
PersonX must not fix manually,PersonX must fix manually
PersonX does not slam dunk,PersonX slams dunk
PersonX does not take a ride,PersonX takes a ride
PersonX does not really want,PersonX really wants
PersonX does not name the films PersonY is most proud of,PersonX names the films PersonY is most proud of
PersonX does not want to learn to swim,PersonX wants to learn to swim
PersonX does not rear PersonY's children,PersonX rears PersonY's children
PersonX does not sleep tonight,PersonX sleeps tonight
PersonX does not take a ride to tyburn,PersonX takes a ride to tyburn
PersonX does not need a bath,PersonX needs a bath
PersonX does not want to play,PersonX wants to play
PersonX does not reassure PersonY,PersonX reassures PersonY
PersonX does not need a good grade,PersonX needs a good grade
PersonX does not take a stand,PersonX takes a stand
PersonX does not slice PersonY,PersonX slices PersonY
PersonX does not receive PersonY answer,PersonX receives PersonY answer
PersonX does not need a lot of work,PersonX needs a lot of work
PersonX does not want to play an instrument,PersonX wants to play an instrument
PersonX does not take a step,PersonX takes a step
PersonX does not slide PersonY's tongue,PersonX slides PersonY's tongue
PersonX does not take a step back,PersonX takes a step back
PersonX does not slip PersonY's tongue,PersonX slips PersonY's tongue
PersonX does not want to play baseball,PersonX wants to play baseball
PersonX does not receive a phone call,PersonX receives a phone call
PersonX does not take a step forward,PersonX takes a step forward
PersonX does not slip under the radar,PersonX slips under the radar
PersonX does not want to play basketball,PersonX wants to play basketball
PersonX does not take a swig,PersonX takes a swig
PersonX did not recently graduate,PersonX recently graduated
PersonX does not want to play football,PersonX wants to play football
PersonX does not smell nice,PersonX smells nice
PersonX does not take as PersonY example,PersonX takes as PersonY example
PersonX does not smell something,PersonX smells something
PersonX does not want to play hockey,PersonX wants to play hockey
PersonX does not smell something bad,PersonX smells something bad
PersonX does not smell something burning,PersonX smells something burning
PersonX does not need a shot,PersonX needs a shot
PersonX does not want to play outside,PersonX wants to play outside
PersonX does not take down a peg,PersonX takes down a peg
PersonX does not smell something foul,PersonX smells something foul
PersonX does not recognize PersonY,PersonX recognizes PersonY
PersonX does not take for a ride,PersonX takes for a ride
PersonX does not want to play with PersonY,PersonX wants to play with PersonY
PersonX does not smell something terrible,PersonX smells something terrible
PersonX does not take horseback riding lessons,PersonX takes horseback riding lessons
PersonX does not recover quickly,PersonX recovers quickly
PersonX does not smell terrible,PersonX smells terrible
PersonX does not want to read,PersonX wants to read
PersonX does not take it everywhere,PersonX takes it everywhere
PersonX does not reduce PersonX's dependence,PersonX reduces PersonX's dependence
PersonX does not smile broadly,PersonX smiles broadly
PersonX does not reduce PersonY's dependence,PersonX reduces PersonY's dependence
PersonX does not take it everywhere with PersonY,PersonX takes it everywhere with PersonY
PersonX does not want to save money,PersonX wants to save money
PersonX does not refuse to move,PersonX refuses to move
PersonX does not want to sleep,PersonX wants to sleep
PersonX does not take it outside,PersonX takes it outside
PersonX does not take liberties,PersonX takes liberties
PersonX does not refuse to pay,PersonX refuses to pay
PersonX does not take matters,PersonX takes matters
PersonX does not not do PersonY any favours,PersonX not does PersonY any favours
PersonX does not not know which end is up,PersonX not knows which end is up
PersonX does not regulate commerce with nations,PersonX regulates commerce with nations
PersonX does not take matters into PersonX's hands,PersonX takes matters into PersonX's hands
PersonX does not want to wear,PersonX wants to wear
PersonX does not take matters into PersonX's own hands,PersonX takes matters into PersonX's own hands
PersonX does not relax at home,PersonX relaxes at home
PersonX does not take place as a result,PersonX takes place as a result
PersonX does not notice a strange smell,PersonX notices a strange smell
PersonX does not smile happily,PersonX smiles happily
PersonX does not take place during the years,PersonX takes place during the years
PersonX did not reluctantly accept,PersonX reluctantly accepted
PersonX did not smooth PersonY's hair,PersonX smooths PersonY's hair
PersonX does not notice a wallet,PersonX notices a wallet
PersonX does not wash PersonY's car,PersonX washes PersonY's car
PersonX does not notice an ad,PersonX notices an ad
PersonX did not reluctantly agree,PersonX reluctantly agreed
PersonX does not wash the car,PersonX washes the car
PersonX does not take place in europe,PersonX takes place in europe
PersonX does not snap at PersonY,PersonX snaps at PersonY
PersonX does not remain friends,PersonX remains friends
PersonX does not notice someone,PersonX notices someone
PersonX does not take place in the century,PersonX takes place in the century
PersonX does not waste PersonX's day,PersonX wastes PersonX's day
PersonX does not notify PersonY,PersonX notifies PersonY
PersonX does not watch PersonX's mouth,PersonX watches PersonX's mouth
PersonX does not remember PersonY's name,PersonX remembers PersonY's name
PersonX does not sneak around,PersonX sneaks around
PersonX does not render PersonY account,PersonX renders PersonY account
PersonX does not watch PersonY go,PersonX watches PersonY go
PersonX does not take place in the course,PersonX takes place in the course
PersonX does not spar no effort,PersonX spares no effort
PersonX does not watch PersonY intently,PersonX watches PersonY intently
PersonX does not take place on the day,PersonX takes place on the day
PersonX does not renew PersonX's driver's license,PersonX renews PersonX's driver's license
PersonX does not spend PersonX's summer,PersonX spends PersonX's summer
PersonX does not watch PersonY's face,PersonX watches PersonY's face
PersonX does not renew within days,PersonX renews within days
PersonX does not take place over a period,PersonX takes place over a period
PersonX does not rent PersonY apartment,PersonX rents PersonY apartment
PersonX does not take place soon,PersonX takes place soon
PersonX does not watch a scary movie,PersonX watches a scary movie
PersonX does not spend a lot of money,PersonX spends a lot of money
PersonX does not rent an apartment,PersonX rents an apartment
PersonX does not take selfies,PersonX takes selfies
PersonX does not spend a lot of time together,PersonX spends a lot of time together
PersonX does not take the bag,PersonX takes the bag
PersonX does not replace PersonX's old one,PersonX replaces PersonX's old one
PersonX does not spend almost an hour,PersonX spends almost an hour
PersonX does not take the new job,PersonX takes the new job
PersonX does not watch for PersonY opportunity,PersonX watches for PersonY opportunity
PersonX does not replace PersonX's tire,PersonX replaces PersonX's tire
PersonX does not watch intently,PersonX watches intently
PersonX does not take the offer,PersonX takes the offer
PersonX does not spend hours,PersonX spends hours
PersonX does not replace PersonY's old one,PersonX replaces PersonY's old one
PersonX does not replace PersonY's tire,PersonX replaces PersonY's tire
PersonX does not watch old movies,PersonX watches old movies
PersonX does not spend the summer,PersonX spends the summer
PersonX does not replace the old one,PersonX replaces the old one
PersonX does not spill PersonX's coffee,PersonX spills PersonX's coffee
PersonX does not watch one,PersonX watches one
PersonX does not watch one with PersonY,PersonX watches one with PersonY
PersonX does not replace the tire,PersonX replaces the tire
PersonX does not take the stage,PersonX takes the stage
PersonX does not spill PersonX's guts,PersonX spills PersonX's guts
PersonX does not spill PersonY's coffee,PersonX spills PersonY's coffee
PersonX does not watch scary movies,PersonX watches scary movies
PersonX does not take the stand,PersonX takes the stand
PersonX does not watch the kids,PersonX watches the kids
PersonX does not spill all over PersonY,PersonX spills all over PersonY
PersonX does not take things,PersonX takes things
PersonX does not water PersonX's garden,PersonX waters PersonX's garden
PersonX does not spill coffee,PersonX spills coffee
PersonX does not water PersonY's garden,PersonX waters PersonY's garden
PersonX does not take things as they come,PersonX takes things as they come
PersonX does not spit PersonY out,PersonX spits PersonY out
PersonX does not take things for granted,PersonX takes things for granted
PersonX does not spit nails,PersonX spits nails
PersonX does not talk on PersonX's phone,PersonX talks on PersonX's phone
PersonX does not wave PersonY over,PersonX waves PersonY over
PersonX does not split hairs,PersonX splits hairs
PersonX does not talk on PersonY's phone,PersonX talks on PersonY's phone
PersonX does not sprain PersonX's leg,PersonX sprains PersonX's leg
PersonX does not wear PersonX's boots,PersonX wears PersonX's boots
PersonX does not talk on the phone,PersonX talks on the phone
PersonX does not wear PersonX's clothes,PersonX wears PersonX's clothes
PersonX does not talk out of turn,PersonX talks out of turn
PersonX does not spray PersonX,PersonX sprays PersonX
PersonX does not talk to PersonX's friends,PersonX talks to PersonX's friends
PersonX does not wear PersonY's boots,PersonX wears PersonY's boots
PersonX does not talk to PersonY on the phone,PersonX talks to PersonY on the phone
PersonX does not wear a cast,PersonX wears a cast
PersonX does not spray by a skunk,PersonX sprays by a skunk
PersonX does not talk to people,PersonX talks to people
PersonX does not wear gloves,PersonX wears gloves
PersonX does not tan PersonY's hide,PersonX tans PersonY's hide
PersonX does not wear sandals,PersonX wears sandals
PersonX does not square PersonY's shoulders,PersonX squares PersonY's shoulders
PersonX does not taste the food,PersonX tastes the food
PersonX does not weep like a PersonY,PersonX weeps like a PersonY
PersonX does not stand on PersonX's head,PersonX stands on PersonX's head
PersonX does not teach PersonY the way,PersonX teaches PersonY the way
PersonX does not teach PersonY things,PersonX teaches PersonY things
PersonX does not win any money,PersonX wins any money
PersonX does not stand on stage,PersonX stands on stage
PersonX does not tell PersonX's daughter,PersonX tells PersonX's daughter
PersonX does not win every game,PersonX wins every game
PersonX does not stand the test of time,PersonX stands the test of time
PersonX does not tell PersonY a little,PersonX tells PersonY a little
PersonX does not win money,PersonX wins money
PersonX does not tell PersonY had a surprise,PersonX tells PersonY had a surprise
PersonX does not win several awards,PersonX wins several awards
PersonX does not tell PersonY it was okay,PersonX tells PersonY it was okay
PersonX does not win some money,PersonX wins some money
PersonX does not tell PersonY must be,PersonX tells PersonY must be
PersonX does not tell PersonY no,PersonX tells PersonY no
PersonX does not win the bet,PersonX wins the bet
PersonX does not win the championship,PersonX wins the championship
PersonX does not tell PersonY to give,PersonX tells PersonY to give
PersonX does not tell PersonY to say,PersonX tells PersonY to say
PersonX does not win the match,PersonX wins the match
PersonX does not star back at PersonY,PersonX stares back at PersonY
PersonX does not wipe PersonX's forehead,PersonX wipes PersonX's forehead
PersonX does not start a band,PersonX starts a band
PersonX does not start a campfire,PersonX starts a campfire
PersonX does not wipe PersonY's forehead,PersonX wipes PersonY's forehead
PersonX does not start a family,PersonX starts a family
PersonX does not tell PersonY's daughter,PersonX tells PersonY's daughter
PersonX does not start cooking,PersonX starts cooking
PersonX does not wipe PersonY's hands,PersonX wipes PersonY's hands
PersonX does not start crying,PersonX starts crying
PersonX does not tell PersonY's friend,PersonX tells PersonY's friend
PersonX does not tell PersonY's mother,PersonX tells PersonY's mother
PersonX does not start early,PersonX starts early
PersonX does not start early in the morning,PersonX starts early in the morning
PersonX does not tell my friend,PersonX tells my friend
PersonX does not wipe the slate clean,PersonX wipes the slate clean
PersonX does not start hurting,PersonX starts hurting
PersonX does not withdraw money,PersonX withdraws money
PersonX does not tell my mother,PersonX tells my mother
PersonX does not start to date,PersonX starts to date
PersonX does not work PersonY's way,PersonX works PersonY's way
PersonX does not test PersonX's ability,PersonX tests PersonX's ability
PersonX does not work PersonY's way up,PersonX works PersonY's way up
PersonX does not test PersonY's ability,PersonX tests PersonY's ability
PersonX does not work as a waitress,PersonX works as a waitress
PersonX does not start to play,PersonX starts to play
PersonX does not work fine,PersonX works fine
PersonX does not start to sink,PersonX starts to sink
PersonX does not thank PersonY profusely,PersonX thanks PersonY profusely
PersonX does not work last night,PersonX works last night
PersonX does not work really hard,PersonX works really hard
PersonX does not work really well,PersonX works really well
PersonX does not start to swell,PersonX starts to swell
PersonX does not work tirelessly,PersonX works tirelessly
PersonX does not start to worry,PersonX starts to worry
PersonX does not thank PersonY's profusely,PersonX thanks PersonY's profusely
PersonX would not be fun,PersonX would be fun
PersonX does not start training,PersonX starts training
PersonX does not think a lot,PersonX thinks a lot
PersonX does not think it was beautiful,PersonX thinks it was beautiful
PersonX does not think it would be fun,PersonX thinks it would be fun
PersonX would not like,PersonX would like
PersonX does not think of a solution,PersonX thinks of a solution
PersonX does not start using it,PersonX starts using it
PersonX would not like PersonY,PersonX would like PersonY
PersonX would not like it,PersonX would like it
PersonX does not start walking,PersonX starts walking
PersonX does not think would become,PersonX thinks would become
PersonX does not think would happen,PersonX thinks would happen
PersonX does not throw PersonX's hat in the ring,PersonX throws PersonX's hat in the ring
PersonX does not throw PersonX's hat over the fence,PersonX throws PersonX's hat over the fence
PersonX does not throw PersonX's hat over the wall,PersonX throws PersonX's hat over the wall
PersonX does not throw PersonY overboard,PersonX throws PersonY overboard
PersonX would not take care of it,PersonX would take care of it
PersonX would not work,PersonX would work
PersonX does not throw a ball,PersonX throws a ball
PersonX does not wouldnt hurts a fly,PersonX wouldnt hurts a fly
PersonX does not throw a frisbee,PersonX throws a frisbee
PersonX does not wrap PersonY's arm,PersonX wraps PersonY's arm
PersonX does not throw food,PersonX throws food
PersonX does not throw money away,PersonX throws money away
PersonX does not wrap PersonY's arm around PersonY,PersonX wraps PersonY's arm around PersonY
PersonX does not throw some bread,PersonX throws some bread
PersonX does not wrap PersonY's hand,PersonX wraps PersonY's hand
PersonX does not throw the baby out with the bathwater,PersonX throws the baby out with the bathwater
PersonX does not throw the ball,PersonX throws the ball
PersonX does not write music,PersonX writes music
PersonX does not throw the book,PersonX throws the book
PersonX does not write poetry,PersonX writes poetry
PersonX does not throw the food,PersonX throws the food
PersonX does not throw the frisbee,PersonX throws the frisbee
PersonX does not yell for PersonY,PersonX yells for PersonY
PersonX does not tickle the dragons tail,PersonX tickles the dragons tail
PersonX does not tighten PersonY's arms,PersonX tightens PersonY's arms
PersonX does not tip PersonY's head,PersonX tips PersonY's head
PersonX does not tip PersonY's head back,PersonX tips PersonY's head back
PersonX does not top it off,PersonX tops it off
PersonX does not touch PersonY's skin,PersonX touches PersonY's skin
PersonX does not touch wood,PersonX touches wood
PersonX does not trail behind PersonY,PersonX trails behind PersonY
PersonX does not travel across the country,PersonX travels across the country
PersonX does not travel to france,PersonX travels to france
PersonX does not tremble in every limb,PersonX trembles in every limb
PersonX does not trick or treat,PersonX tricks or treat
PersonX does not try again next year,PersonX tries again next year
PersonX does not try different things,PersonX tries different things
PersonX does not try sushi,PersonX tries sushi
PersonX does not try sushi before,PersonX tries sushi before
PersonX does not try to keep it a secret,PersonX tries to keep it a secret
PersonX does not try to relax,PersonX tries to relax
PersonX does not try to remain calm,PersonX tries to remain calm
PersonX does not trip balls,PersonX trips balls
PersonX does not tune PersonX's guitar,PersonX tunes PersonX's guitar
PersonX does not tune PersonY's guitar,PersonX tunes PersonY's guitar
PersonX does not turn PersonX's life around,PersonX turns PersonX's life around
PersonX does not turn PersonX's music,PersonX turns PersonX's music
PersonX does not turn PersonX's music down,PersonX turns PersonX's music down
PersonX does not turn PersonX's nose up,PersonX turns PersonX's nose up
PersonX does not turn PersonY's backs,PersonX turns PersonY's backs
PersonX does not turn PersonY's life,PersonX turns PersonY's life
PersonX does not turn PersonY's life around,PersonX turns PersonY's life around
PersonX does not turn PersonY's music down,PersonX turns PersonY's music down
PersonX does not turn a blind eye,PersonX turns a blind eye
PersonX does not turn a profit,PersonX turns a profit
PersonX does not turn over a new leaf,PersonX turns over a new leaf
PersonX does not turn right,PersonX turns right
PersonX does not turn the music,PersonX turns the music
PersonX does not turn the tables,PersonX turns the tables
PersonX does not twist PersonY's arm,PersonX twists PersonY's arm
PersonX does not unbuckle PersonY's belt,PersonX unbuckles PersonY's belt
PersonX does not understand PersonY's nature,PersonX understands PersonY's nature
PersonX does not unlock the door,PersonX unlocks the door
PersonX does not use PersonX's coupons,PersonX uses PersonX's coupons
PersonX does not use PersonX's skills,PersonX uses PersonX's skills
PersonX does not use PersonY effectively,PersonX uses PersonY effectively
PersonX does not use PersonY's coupons,PersonX uses PersonY's coupons
PersonX does not use PersonY's middle finger,PersonX uses PersonY's middle finger
PersonX does not use coupons,PersonX uses coupons
PersonX does not use the card,PersonX uses the card
PersonX does not use the restroom,PersonX uses the restroom
PersonY doesn't apologize to PersonX,PersonX accepts PersonY's apology
PersonX doesn't achieve PersonY level.,PersonX achieves PersonY level
PersonX does not have a business,PersonX advertises PersonX's business
PersonX doesn't have ads on TV for their business.,PersonX advertises PersonX's business
PersonX isn't bothered at all by PersonY.,PersonX affects PersonY deeply
PersonX doesn't touch PersonY.,PersonX arches PersonY's back
PersonX does not PersonY's body,PersonX arches PersonY's body
PersonX does not ask anyone for help.,PersonX asks PersonY's dad for help
PersonX can't reach PersonX's goals,PersonX attains PersonX's goals
PersonX doesn't help PersonY.,PersonX bails PersonY out
PersonX could not beat it.,PersonX beats it
PersonX doesn't become PersonY's member.,PersonX becomes PersonY member
PersonX does not cry.,PersonX begins crying
PersonX will not eat,PersonX begins to eat
PersonX isn't hungry.,PersonX begins to eat it
PersonX does not beg the parents.,PersonX begs my parents
PersonX tells PersonY's parents not to get one.,PersonX begs PersonY's parents for one
PersonX does not believe in PersonY,PersonX believes also in PersonY
PersonX does not gamble.,PersonX bets PersonY
PersonX did not bite PersonX's lip.,PersonX bits PersonX's lip
PersonX doesn't know PersonY.,PersonX breaks up with PersonY
PersonX doesn't bring PersonY into conflict,PersonX brings PersonY into conflict
PersonX couldn't catch PersonY.,PersonX busts PersonY
PersonX doesn't have any money.,PersonX buys one for PersonY
PersonX cannot afford to buy a car,PersonX buys PersonY a car
PersonX doesn't buy PersonY's one,PersonX buys PersonY's one
PersonX doesn't camp with PersonX's family,PersonX camps with PersonX's family
PersonX does not go camping.,PersonX camps with PersonY's family
PersonX doesn't believe in luck.,PersonX can n't believe PersonX's luck
PersonX doesn't let it bother PersonX,PersonX can n't take it anymore
PersonX isn't surprised by what PersonX sees.,PersonX can not believe PersonX's eyes
PersonX does not look PersonY in the eyes,PersonX casts PersonY's eyes
PersonX does not cast Person Y's eyes.,PersonX casts PersonY's eyes
PersonY does not notice PersonX.,PersonX catches PersonY attention
PersonX can't find PersonY in the act,PersonX catches PersonY red-handed
PersonY does not notice personX,PersonX catches PersonY's eye
PersonX cannot see,PersonX catches the eye
PersonX doesn't change their life,PersonX changes PersonX's lives
PersonX doesn't change PersonY's lives,PersonX changes PersonY's lives
PersonX doesn't choose anything.,PersonX chooses among alternatives
PersonX does not want to talk to PersonY,PersonX claps PersonY on the shoulder
PersonX does not exist.,PersonX comes into being
PersonX doesn't really know PersonX,PersonX comes into PersonX's own
PersonX does not see PersonY,PersonX comes to PersonY's eyes
Person X does not go to see Person Y.,PersonX comes to see PersonY
PersonY's parents do not believe PersonX.,PersonX convinces PersonY's parents
PersonX doesn't pay attention.,PersonX covers every aspect
Personx doesn't crane PersonY's neck,PersonX cranes PersonY's neck
PersonX does not cranes PersonY's neck,PersonX cranes PersonY's neck
PersonX says not to stop.,PersonX cries uncle
PersonX was not able to cut the swath.,PersonX cuts a swath
PersonX doesn't cut a swath,PersonX cuts a swath
PersonX does not enter.,PersonX decides to enter
PersonX doesn't decline the offer,PersonX declines the offer
PersonX doesn't demand PersonY's attention,PersonX demands PersonY's attention
PersonX can't remember PersonX's name.,PersonX derives PersonX's name
PersonX did not need,PersonX desperately needed
PersonX doesn't help PersonY,PersonX directs PersonY
PersonX doesn't distribute forms without figure.,PersonX distributes in forms without figure
PersonX is not frugal.,PersonX does n't want to waste it
PersonX did not give PersonX's all.,PersonX does PersonX's best
PersonX doesn't do the best PersonY could,PersonX does the best PersonY could
PersonX cannot figure it out.,PersonX draws PersonX's conclusions
PersonX doesn't drive down the highway,PersonX drives down the highway
PersonX doesn't dye PersonX's hair red,PersonX dyes PersonX's hair red
PersonX doesn't earn PersonX's own money,PersonX earns PersonX's own money
PersonX doesn't eat it,PersonX eats it
PersonX doesn't eat carbs,PersonX eats toast
PersonX is not in PersonX's office.,PersonX enters PersonX's office
PersonX didn't spend money.,PersonX eventually bought
PersonX doesn't have a phone.,PersonX exchanges numbers
PersonX does not want to be reached by phone.,PersonX exchanges numbers
PersonX does not exert Person X's influence.,PersonX exerts PersonX's influence
PersonX does not feel well,PersonX feels better than ever
PersonX is not sick.,PersonX feels funny
PersonX doesn't file a report,PersonX files a report
PersonX doesn't know CPR to fill PersonY's lungs.,PersonX fills PersonY's lungs
PersonX can't find a pay phone,PersonX finds a pay phone
PersonX can't find anything,PersonX finds another
PersonX cannot locate it.,PersonX finds it anywhere
PersonX can't find PersonX's car,PersonX finds PersonX's car
PersonX doesn't know his father.,PersonX finds PersonX's father
PersonX cannot locate PersonY.,PersonX finds PersonY anywhere
PersonX does not understand what PersonY is trying to tell PersonX,PersonX finds PersonY explanation
PersonX could not figure out PersonY's explanation.,PersonX finds PersonY explanation
PersonX doesn't find PersonY's ball,PersonX finds PersonY's ball
PersonX cannot find PersonY's car.,PersonX finds PersonY's car
PersonX cannot locate PersonY's car keys,PersonX finds PersonY's car keys
PersonX can't locate PersonY's daughter,PersonX finds PersonY's daughter
PersonX can't find PersonY's son,PersonX finds PersonY's daughter
PersonX cannot locate PersonY's shoes.,PersonX finds PersonY's shoes
PersonX can't seem to get any of PersonX's needs fulfilled,PersonX fits PersonX's needs
PersonX doesn't follow instructions,PersonX follows PersonX's instructions
PersonX doesn't follow PersonY's instructions,PersonX follows PersonY's instructions
PersonX doesn't persuade PersonY's opinion.,PersonX forms PersonY opinion
PersonX has not opinion for PersonY.,PersonX forms PersonY opinion as
PersonX cannot find the ingredients,PersonX gathers the ingredients
PersonX doesn't drink alcohol,PersonX gets a beer
PersonX doesn't answer the call.,PersonX gets a call
PersonX does not get called for an interview.,PersonX gets a call for an interview
PersonX's boss doesn't call when they are late,PersonX gets a call from PersonX's boss
PersonX did not make the cut.,PersonX gets a part
PersonX is told PersonX didn't make the cut,PersonX gets a part
PersonX doesn't wear any jewelry,PersonX gets PersonX's belly button pierced
PersonX can't find Personx's dad.,PersonX gets PersonX's dad
PersonX cannot get their foot in the door.,PersonX gets PersonX's foot in the door
Person X does not understand Person Y.,PersonX gets PersonY view
PersonX cannot see eye to eye with PersonY,PersonX gets PersonY view
PersonX doesn't get PersonX's share,PersonX gets PersonY's share
PersonX is not able to regroup and continue,PersonX gets right back
PersonX is not thirsty,PersonX gets something to drink
PersonX doesn't get something to eat,PersonX gets something to eat
PersonX doesn't go to the store,PersonX gets the milk
PersonX didn't get the part,PersonX gets the part
PersonX is not hired,PersonX gets work
PersonX doesn't name it at all.,PersonX gives it PersonX's name
PersonX does not give it his all,PersonX gives PersonX's all
Person X doesn't try very hard,PersonX gives PersonX's all
PersonX didn't finish PersonX's presentation.,PersonX gives PersonX's presentation
"PersonY doesn't remember PersonX,",PersonX gives PersonY impression
PersonY cannot figure out PersonX.,PersonX gives PersonY the impression
PersonX is not adventurous,PersonX goes exploring
PersonX does not live up to expectations,PersonX goes from zero to hero
PersonX doesn't know how to swim.,PersonX goes scuba diving
PersonX feels they don't need to visit a doctor each year,PersonX goes to the doctor for a checkup
PersonX is not afraid of heights,PersonX has a fear of heights
PersonX is not amused,PersonX has a laugh
PersonX cannot get a job interview,PersonX has an important job interview
PersonX has not seen PersonX's day,PersonX has seen PersonX's day
PersonX doesn't have to go to a new school,PersonX has to go to a new school
PersonX can't stay awake.,PersonX has trouble falling asleep
PersonX doesn't head PersonY's way,PersonX heads PersonY's way
PersonX doesn't hear from PersonY,PersonX hears from PersonY
PersonX does not help anyone.,PersonX helps PersonY in PersonZ way
PersonX can't lift anything,PersonX helps PersonY's move
Person X does not want to help Person Y.,PersonX holds PersonY in place
PersonX did not invite PersonY over,PersonX invites PersonY over
PersonX tells PersonY they can't play.,PersonX invites PersonY to play
PersonX was out of shape and not athletic,PersonX is a star athlete
PersonX doesn't know how to use computers.,PersonX is a web developer
PersonX doesn't know where it is,PersonX is able to find it
PersonX  cannot fix it.,PersonX is able to fix it
PersonX cannot get a baby,PersonX is finally pregnant
PersonX did not land the job,PersonX is offered the job
PersonX isn't on PersonY's school's basketball team,PersonX is on PersonY's school's basketball team
PersonX asks PersonY's not to come to their wedding.,PersonX is PersonY's maid of honor
PersonX has not encountered law enforcement.,PersonX is pulled over for speeding
PersonX is not at all ready to go home,PersonX is ready to go home
PersonX isn't walking to the store,PersonX is walking to the store
PersonX is not prepared,PersonX is well prepared
PersonX doesn't kiss PersonY's cheek,PersonX kisses PersonY cheek
PersonX has not met PersonY's,PersonX knows by PersonY's name
PersonX doesn't know PersonY,PersonX knows much about PersonY
PersonX doesn't remember PersonY's name.,PersonX knows PersonY name
PersonX doesn't remember where they met PersonY,PersonX knows PersonY name
PersonX doesn't know who PersonY is.,PersonX knows PersonY's name
PersonX doesn't know what PersonY's opinion is,PersonX knows PersonY's opinion
PersonX doesn't get the job,PersonX lands the job
PersonX doesn't find PersonY funny.,PersonX laughs at PersonY
PersonX doesn't find PersonY amusing.,PersonX laughs PersonY's asses
PersonX doesn't lean back,PersonX leans back
PersonX doesn't lean back against the wall,PersonX leans back against the wall
PersonX doesn't know any recipes.,PersonX learns how to bake a cake
PersonX  won't leave PersonY alone,PersonX leaves PersonY alone
PersonX won't let PersonY get a word in.,PersonX lets PersonY explain
PersonX doesn't let PersonY on the team,PersonX lets PersonY on the team
PersonX doesn't let PersonY join the team,PersonX lets PersonY on the team
PersonX doesn't guard PersonY,PersonX lets PersonY's guard
PersonX won't look PersonY's way,PersonX looks at PersonY like that
PersonX does not look at PersonY's face.,PersonX looks at PersonY's face
PersonX can't open PersonY's locked cupboard.,PersonX looks in PersonY's cupboard
PersonX doesn't resemble.,PersonX looks like
PersonX doesn't resemble PersonY,PersonX looks like PersonY
PersonX doesn't resemble anyone.,PersonX looks like someone
PersonX won't look PersonY in the eye,PersonX looks on PersonY's face
PersonX doesn't look PersonY's way,PersonX looks PersonY's way
PersonX can't stand books,PersonX loves reading books
PersonX does not have a bike,PersonX loves riding PersonX's bike
PersonX does not like the outdoors,PersonX loves to garden
PersonX won't offer a deal.,PersonX makes a deal
PersonX doesn't make contact,PersonX makes contact
PersonX hasn't spoken to PersonY in years,PersonX makes contact with PersonY
PersonX doesn't do craft hobbies,PersonX makes friendship bracelets
PersonX can't make the argument,PersonX makes perfect sense
PersonX cannot plan properly,PersonX makes PersonY arrangements
PersonX does not give PersonY a part.,PersonX makes PersonY part
PersonX doesn't celebrate holidays.,PersonX makes thanksgiving dinner
PersonX doesn't make that mistake,PersonX makes that mistake
PersonX doesn't make the team though,PersonX makes the team though
PersonX doesn't know PersonX's father,PersonX meets PersonX's father
PersonX is not proud of PersonX.,PersonX meets PersonX's standards
PersonX doesn't meet PersonY's standards,PersonX meets PersonY's standards
PersonX doesn't meet the band,PersonX meets the band
PersonX doesn't know what to say,PersonX minces words
PersonX doesn't miss PersonY a lot,PersonX misses PersonY a lot
PersonX doesn't know what films PersonY is proud of.,PersonX names the films PersonY is most proud of
PersonX will not need a shot.,PersonX needs a shot
PersonX does not know which end points down.,PersonX not knows which end is up
PersonX does not see someone.,PersonX notices someone
PersonX does not have a gun,PersonX packs heat
PersonX doesn't touch PersonY,PersonX passes PersonY's lips
PersonX doesn't passionately ruck PersonY,PersonX passionately rucked PersonY
PersonX doesn't waste their time.,PersonX pisses up a rope
PersonX cannot travel,PersonX plans PersonX's trip
PersonX doesn't plan the trip,PersonX plans the trip
PersonX does not play  games,PersonX plays lots of games
PersonX is not athletic.,PersonX plays many sports
PersonY won't share with PersonX,PersonX plays PersonY's new game
PersonX does not practice their craft at all.,PersonX practices hard every day
PersonX estimate is not provided to PersonY.,PersonX provides PersonY estimate
PersonX doesn't make a big deal,PersonX pulls out all the stops
PersonX did not pump any gas.,PersonX pumps gas
PersonX doesn't try PersonX's luck,PersonX pushes PersonX's luck
PersonX is not wearing headgear.,PersonX puts on PersonX's hat
PersonX can't find their phone,PersonX puts the phone
PersonX can't read,PersonX reads PersonX's diary
PersonX hasn't the foggiest clue,PersonX realizes something
PersonX does not understand what PersonY is saying,PersonX realizes that PersonY was lost
PersonX really can't stand PersonY,PersonX really love PersonY
PersonX does not want,PersonX really wants
PersonX does not agree,PersonX reluctantly agreed
PersonX does not renew their driver's license.,PersonX renews PersonX's driver's license
PersonX doesn't say grace,PersonX says grace
PersonX doesn't say goodbye for PersonY.,PersonX says PersonY's goodbyes
PersonX does not want.,PersonX says would prefer
PersonX doesn't care about PersonY's opinion.,PersonX seeks PersonY answer
Person X can not see anything.,PersonX sees's going on
PersonX doesn't see if they could make.,PersonX sees if could make
PersonX does not have a crush,PersonX sees PersonX's crush
