neg_event,event
PersonX ignores PersonY frequently,PersonX sees PersonY frequently
Person X ignores Person Y in the office.,PersonX sees PersonY in PersonX's office
PersonX sees PersonY in PersonYs office,PersonX sees PersonY in PersonX's office
PersonX is estranged from PersonY.,PersonX sees PersonY later
PersonX sees PersonY this morning,PersonX sees PersonY later that day
PersonX sees PersonY later that week,PersonX sees PersonY later that day
PersonX talks with PersonY's father,PersonX sees PersonY mother
PersonX sees PersonY clothed,PersonX sees PersonY naked
PersonX sees personY clother,PersonX sees PersonY naked
PersonX misses seeing PersonY thing,PersonX sees PersonY thing
PersonX only sees PersonY,PersonX sees PersonY too
PersonX sees PersonY's husband.,PersonX sees PersonY wife
PersonX sees PersonY's sister,PersonX sees PersonY's brother
PersonX turns down PersonY's crush,PersonX sees PersonY's crush
PersonX is blind to PersonY's crush,PersonX sees PersonY's crush
PersonX sees PersonY's boyfriend,PersonX sees PersonY's girlfriend
PersonX sees their own mother,PersonX sees PersonY's mother
PersonX sees PersonY's father,PersonX sees PersonY's mother
PersonX eats PersonY's wife.,PersonX sees PersonY's wife
PersonX missed what had happened,PersonX sees what had happened
PersonX missed what happened,PersonX sees what happened
PersonX missed what happened.,PersonX sees what happened
PersonX was oblivious to what was going on,PersonX sees what was going on
PersonX is oblivious to surroundings,PersonX sees what was going on
PersonY sees where PersonX was going,PersonX sees where PersonY was going
PersonX is far away from PersonY.,PersonX sees where PersonY was going
PersonX sees plastic,PersonX sees wood
PersonX buys PersonX's jewelry,PersonX sells PersonX's jewelry
PersonX keeps PersonX's jewelry locked in a safe,PersonX sells PersonX's jewelry
PersonX receives a letter,PersonX sends a letter
PersonX blocks PersonY on Facebook,PersonX sends PersonY a letter
PersonX called PersonY into work,PersonX sends PersonY home
PersonX asks PersonY to stay,PersonX sends PersonY home
PersonX sends PersonY in for the last play,PersonX sends PersonY to the showers
PersonX takes a shower,PersonX sends PersonY to the showers
PersonX receives PersonY's home,PersonX sends PersonY's home
PersonX tells PersonY to stay longer.,PersonX sends PersonY's home
PersonX makes PersonY happy,PersonX sets PersonY off
PersonX calms PersonY down.,PersonX sets PersonY off
PersonX sets PersonY down,PersonX sets PersonY up
PersonX protects PersonY.,PersonX sets PersonY up
PersonX messes the table up,PersonX sets the table
PersonX washes dirty dishes.,PersonX sets the table
PersonX puts out a fire on the Thames,PersonX sets the thames on fire
PersonX sets the wood on fire,PersonX sets the thames on fire
PersonX makes it worse,PersonX sets things right
PersonX is sloppy,PersonX sets things right
PersonY shakes PersonX's head.,PersonX shakes PersonY's heads
PersonX walks by the pagoda tree.,PersonX shakes the pagoda tree
PersonX hugs the pagoda tree,PersonX shakes the pagoda tree
PersonX is selfish,PersonX shares and share alike
PersonX likes to hoard everything for themselves,PersonX shares and share alike
PersonX hides PersonY experience,PersonX shares PersonY experience
PersonX walks away unharmed,PersonX sheds PersonX's blood
PersonX exposes PersonY's eyes,PersonX shields PersonY's eyes
PersonX open PersonY's eyes,PersonX shields PersonY's eyes
PersonX whispers PersonY's name.,PersonX shouts PersonY's name
Person X tells person Y nothing,PersonX shouts PersonY's name
PersonX hugs PersonY back.,PersonX shoves PersonY back
PersonX hides a leg.,PersonX shows a leg
PersonX dresses modestly.,PersonX shows a leg
PersonX keeps a secret,PersonX shows and tell
PersonX hides PersonX's mother,PersonX shows PersonX's mother
PersonX tells their mother to go home.,PersonX shows PersonX's mother
PersonX shows PersonY their butt.,PersonX shows PersonY effect
PersonX hides PersonY effect,PersonX shows PersonY effect
PersonX hides it from PersonY's mother,PersonX shows PersonY's mother
Person X shows Person Y's father,PersonX shows PersonY's mother
PersonX shows color in fig,PersonX shows schematically in fig
PersonX watch schematically in figure,PersonX shows schematically in figure
PersonX hand draws the figure .,PersonX shows schematically in figure
PersonX lowers PersonY's shoulders,PersonX shrugs PersonY's shoulders
PersonX taps  PersonY's shoulders,PersonX shrugs PersonY's shoulders
PersonX opens the door.,PersonX shuts the door
PersonX opens the door,PersonX shuts the door
PersonX keeps the door open after PersonY,PersonX shuts the door behind PersonY
PersonX shuts the door in front of PersonY,PersonX shuts the door behind PersonY
Person X sings person Y's lungs,PersonX sings PersonX's heart
PersonX talks PersonX's heart out,PersonX sings PersonX's heart out
PersonX walks off stage.,PersonX sings PersonX's heart out
PersonX sits right next to,PersonX sits across
PersonX stands across,PersonX sits across
PersonX sits next to person Y,PersonX sits across from PersonY
PersonX sits beside PersonY,PersonX sits across from PersonY
PersonX stands and watches,PersonX sits and watch
PersonX stands and watch,PersonX sits and watch
PersonX stands up to PersonY.,PersonX sits at PersonY's feet
PersonX stands on PersonY's head,PersonX sits at PersonY's feet
PersonX is working overtime and missed family dinner,PersonX sits at the dinning room table
PersonX stands by the dinning room table.,PersonX sits at the dinning room table
PersonX stands in front of PersonY,PersonX sits behind PersonY
PersonX stands over PersonY,PersonX sits behind PersonY
PersonX stands up across from PersonY.,PersonX sits down across from PersonY
PersonX sits next to persony,PersonX sits down across from PersonY
PersonX stands up next to PersonY,PersonX sits down next to PersonY
PersonX stands up to walk away,PersonX sits down next to PersonY
PersonX sits in PersonY's seat,PersonX sits in PersonY's lap
PersonX stands in PersonY's lap.,PersonX sits in PersonY's lap
PersonX sits far from PErsonY.,PersonX sits next to PersonY
PersonX sits alone,PersonX sits next to PersonY
PersonX sits furthest from PersonY in class.,PersonX sits next to PersonY in class
PersonX stays away from PersonY in class,PersonX sits next to PersonY in class
PersonX lies on PersonY's bed,PersonX sits on PersonY's couch
PersonY sits on PersonX's couch,PersonX sits on PersonY's couch
PersonY sits on PersonX's lap,PersonX sits on PersonY's lap
PersonX paces restlessly.,PersonX sits patiently
PersonX sits nervously.,PersonX sits patiently
PersonX sits far away,PersonX sits together
PersonX serves PersonY their lunch,PersonX sits with PersonY at lunch
PersonX sits away from PersonY at lunch,PersonX sits with PersonY at lunch
PersonX plays alone inside,PersonX skateboards with PersonX's friends
PersonX bikes with PersonY's friends,PersonX skateboards with PersonY's friends
PersonX study's with PersonY's friends,PersonX skateboards with PersonY's friends
PersonX skates in one place.,PersonX skates around
PersonX drives around.,PersonX skates around
PersonX attends every class,PersonX skips class
PersonX does a layup,PersonX slams dunk
PersonX loses the ball.,PersonX slams dunk
PersonX work to tonight,PersonX sleeps tonight
PersonX heals PersonY,PersonX slices PersonY
PersonX leaves PersonY's tongue alone.,PersonX slides PersonY's tongue
PersonX slides PersonY's hair,PersonX slides PersonY's tongue
PersonX nuzzles PersonY's buttocks,PersonX slips PersonY's tongue
PersonX remembers PersonY's name,PersonX slips PersonY's tongue
PersonX alerts the radar,PersonX slips under the radar
PersonX is noticed by everyone,PersonX slips under the radar
PersonX smells bad.,PersonX smells nice
PersonX smells horrible,PersonX smells nice
PersonX claims to smell something,PersonX smells something
PersonX has anosmia.,PersonX smells something
PersonX enjoys the aroma.,PersonX smells something bad
PersonX smells something good,PersonX smells something bad
PersonX smells pleasant scents,PersonX smells something burning
PersonX smells something cooking.,PersonX smells something burning
PersonX smells something lovely,PersonX smells something foul
PersonX smells something sweet.,PersonX smells something foul
PersonX smells something wonderful,PersonX smells something terrible
PersonX smells cookies baking.,PersonX smells something terrible
PersonX smells kindness,PersonX smells terrible
PersonX smells great.,PersonX smells terrible
PersonX weeps,PersonX smiles broadly
PersonX frowns widely,PersonX smiles broadly
PersonX cries sadly,PersonX smiles happily
PersonX frowns sadly,PersonX smiles happily
PersonX makes PersonY's hair messy,PersonX smooths PersonY's hair
PersonX messes up Person Y's hair.,PersonX smooths PersonY's hair
PersonX sits and talks with PersonY,PersonX snaps at PersonY
PersonX smooches PersonY,PersonX snaps at PersonY
PersonX boldly walks around,PersonX sneaks around
PersonX is front and center.,PersonX sneaks around
PersonX does nothing,PersonX spares no effort
PersonX saves their money.,PersonX spends a lot of money
PersonX is very frugal.,PersonX spends a lot of money
PersonX is home alone.,PersonX spends a lot of time together
PersonX is alone,PersonX spends a lot of time together
PersonX finishes in 5 seconds,PersonX spends almost an hour
PersonX only spends a minute,PersonX spends almost an hour
PersonX spends minutes,PersonX spends hours
PersonX sleeps thru the summer on meds.,PersonX spends PersonX's summer
PersonX spend's PersonX's winter,PersonX spends PersonX's summer
PersonX spends the winter,PersonX spends the summer
PersonX wastes the summer,PersonX spends the summer
PersonX cleans up PersonY,PersonX spills all over PersonY
PersonX picks all over PersonY,PersonX spills all over PersonY
PersonX makes coffee.,PersonX spills coffee
PersonX is careful with the coffee,PersonX spills coffee
PersonX cleans up PersonX's coffee,PersonX spills PersonX's coffee
PersonX keeps feelings inside.,PersonX spills PersonX's guts
PersonX keeps PersonX's secret.,PersonX spills PersonX's guts
PersonX makes PersonY's coffee.,PersonX spills PersonY's coffee
PersonX brings PersonY coffee,PersonX spills PersonY's coffee
PersonX swallows nails,PersonX spits nails
PersonX is calm.,PersonX spits nails
PersonX chews PersonY out,PersonX spits PersonY out
PersonX swallows PersonY.,PersonX spits PersonY out
PersonX is very clear,PersonX splits hairs
PersonX keeps everything vague.,PersonX splits hairs
PersonX breaks their leg,PersonX sprains PersonX's leg
PersonX saves PersonX's leg.,PersonX sprains PersonX's leg
PersonX takes a tomato sauce bath,PersonX sprays by a skunk
Person X dries off Person X,PersonX sprays PersonX
PersonX loves PersonX,PersonX sprays PersonX
PersonX rounds PersonY's shoulders,PersonX squares PersonY's shoulders
PersonX stands on PersonX's feet.,PersonX stands on PersonX's head
PersonX sits on PersonX's head,PersonX stands on PersonX's head
PersonX sits in the crowd,PersonX stands on stage
PersonX sits on stage,PersonX stands on stage
PersonX crumbles under pressure,PersonX stands the test of time
PersonX stands to lose,PersonX stands the test of time
PersonX starts a business,PersonX starts a band
PersonX puts out the campfire.,PersonX starts a campfire
PersonX extinguishes a campfire.,PersonX starts a campfire
PersonX is infertile,PersonX starts a family
PersonX starts a podcast,PersonX starts a family
PersonX starts laughing,PersonX starts crying
PersonX starts late.,PersonX starts early
PersonX starts later,PersonX starts early
PersonX starts late in the evening,PersonX starts early in the morning
PersonX sleeps in until the afternoon.,PersonX starts early in the morning
PersonX feels as good as ever,PersonX starts hurting
PersonX feels great,PersonX starts hurting
PersonX chooses celibacy,PersonX starts to date
PersonX starts to ignore dates.,PersonX starts to date
PersonX starts to study,PersonX starts to play
PersonX stands tall,PersonX starts to sink
PersonX starts to shrink,PersonX starts to swell
PersonX starts to heal.,PersonX starts to swell
PersonX becomes happy.,PersonX starts to worry
PersonX becomes out of shape,PersonX starts training
PersonX finishes training,PersonX starts training
PersonX leaves it alone,PersonX starts using it
PersonX sits down,PersonX starts walking
PersonX starts ragged old paper,PersonX starts with a clean sheet
PersonX starts with a dirty sheet,PersonX starts with a clean sheet
PersonX has a history of known indiscretions.,PersonX starts with a clean slate
PersonX comes with a lot of baggage,PersonX starts with a clean slate
PersonX quits working,PersonX starts working
PersonX got fired.,PersonX starts working again
PersonX continues to relax on the couch,PersonX starts working out
PersonX starts to sleep,PersonX starts working out
PersonX overeats every day.,PersonX starts working out every day
PersonX starts working out every other day,PersonX starts working out every day
Personx leaves PersonY.,PersonX stays by PersonY's side
PersonX abandons PersonY,PersonX stays by PersonY's side
PersonX gets dirty,PersonX stays clean
PersonX stays filthy,PersonX stays clean
PesonX moves away.,PersonX stays in one place
PersonX moves to another place.,PersonX stays in one place
PersonX steals nothing.,PersonX steals anything
PersonX sleeps soundly.,PersonX steals it from PersonY
PersonX gives it to PersonY,PersonX steals it from PersonY
PersonX gives back PersonY's purse,PersonX steals PersonY's purse
PersonX steps left,PersonX steps right
PersonX backs away from PersonY.,PersonX steps towards PersonY
PersonX forgets to practice,PersonX steps up PersonX's game
PersonX gives up.,PersonX steps up PersonX's game
PersonX stings a jellyfish.,PersonX stings by a jellyfish
PersonX stays out of the water,PersonX stings by a jellyfish
PersonX settles with PersonY,PersonX stirs within PersonY
PersonX is a forgotten memory to PersonY,PersonX stirs within PersonY
PersonX leaves a store,PersonX stops at a store
PersonX passes a store,PersonX stops at a store
PersonX drives by the store,PersonX stops at the store
PersonX lives at the store,PersonX stops at the store
PersonX starts being friends,PersonX stops being friends
PersonX affirms PersonX's love for PerxonX's friend.,PersonX stops being friends
PersonX pledges loyalty to PersonY,PersonX stops being friends with PersonY
PersonX becomes best friends with PersonY,PersonX stops being friends with PersonY
PersonY listens to PersonX walk away,PersonX stops but PersonY did n't listen
PersonX pesters PersonY on the phone.,PersonX stops calling PersonY
PersonX contacts PersonY frequently.,PersonX stops calling PersonY
PersonX walks right pass PersonY.,PersonX stops dead in PersonY's tracks
PersonX continues past PersonY,PersonX stops dead in PersonY's tracks
PersonX calmly walks away,PersonX storms out of the blocks
PersonX retracts PersonX's hand.,PersonX stretches out PersonX's hand
PersonX stretches out PersonX's leg,PersonX stretches out PersonX's hand
PersonX gets distracted by music.,PersonX studies as much
PersonX studies insufficiently,PersonX studies extra
PersonX studies very little.,PersonX studies extra hard
PersonX only studies in class.,PersonX studies extra hard
PersonX blows off their exam,PersonX studies for an exam
PersonX studies for PersonY's exam,PersonX studies for PersonX's exam
PersonX forgets about their exam.,PersonX studies for PersonX's exam
PersonX parties instead of studying for PersonX's math test,PersonX studies for PersonX's math test
PersonX studies for PersonX's english test,PersonX studies for PersonX's math test
PersonX tutors PersonY,PersonX studies with PersonY
PersonX excludes PersonY.,PersonX studies with PersonY
PersonX is wrong for PersonY's purposes.,PersonX suits PersonY's purposes
PersonX expects PersonX's family,PersonX surprises PersonX's family
PersonX's family knows PersonX is coming.,PersonX surprises PersonX's family
PersonX swings away from the fences,PersonX swings for the fences
PersonX swings away from thte fences.,PersonX swings for the fences
PersonX lets the pitch pass by,PersonX swings the bat
PersonX catches a ball.,PersonX swings the bat
PersonX keeps PersonX's major.,PersonX switches PersonX's major
PersonX retains PersonX's major,PersonX switches PersonX's major
PersonX received a bow.,PersonX takes a bow
PersonX flips them off,PersonX takes a bow
PersonX takes a plane,PersonX takes a cruise
PersonX takes a roadtrip,PersonX takes a cruise
PersonX sits in a chair.,PersonX takes a hike
PersonX takes a hike in the city,PersonX takes a hike in the woods
PersonX walks around the city,PersonX takes a hike in the woods
PersonX ignores PerxonY and makes own rules,PersonX takes a leaf out of PersonY's book
PersonX puts leaf into PersonY's book.,PersonX takes a leaf out of PersonY's book
PersonX takes an old job,PersonX takes a new job
PersonX rejects the new job.,PersonX takes a new job
PersonX takes a walk,PersonX takes a ride
PersonX goes for a walk.,PersonX takes a ride
PersonX is in Spain,PersonX takes a ride to tyburn
PersonX drives to tyburn,PersonX takes a ride to tyburn
PersonX is indecisive,PersonX takes a stand
PersonX lays down,PersonX takes a step
PersonX takes a step forward,PersonX takes a step back
PersonX takes a step backward.,PersonX takes a step forward
PersonX stays in one place,PersonX takes a step forward
PersonX spits out the drink,PersonX takes a swig
PersonX takes a small taste,PersonX takes a swig
PersonX takes as PersonX example,PersonX takes as PersonY example
PersonX ignores PersonY's example,PersonX takes as PersonY example
PersonX hangs a peg.,PersonX takes down a peg
PersonX puts up a peg,PersonX takes down a peg
PersonX takes for a walk,PersonX takes for a ride
PersonX stays at home.,PersonX takes for a ride
PersonX takes fish riding lessons,PersonX takes horseback riding lessons
PersonX stays home instead,PersonX takes horseback riding lessons
PersonX leave it at home with PersonY,PersonX takes it everywhere with PersonY
PersonX causes panic indoors,PersonX takes it outside
PersonX takes it to the basement,PersonX takes it outside
PersonX stays disciplined,PersonX takes liberties
PersonX sticks to the rule book,PersonX takes liberties
PersonX ignores matters,PersonX takes matters
PersonX lets someone else take charge,PersonX takes matters
PersonX lets the police handle it,PersonX takes matters into PersonX's hands
PersonX removes matters from PersonX's hands,PersonX takes matters into PersonX's hands
PersonX gets help with Person's matters.,PersonX takes matters into PersonX's own hands
PersonX gives away PersonX's laptop,PersonX takes PersonX's laptop
PersonX owns their own laptop,PersonX takes PersonX's laptop
PersonX takes PersonX inside,PersonX takes PersonX's outside
PersonX stays inside,PersonX takes PersonX's outside
PersonX backs off on their beliefs,PersonX takes PersonX's stand
PersonX takes PersonX's bangle off,PersonX takes PersonX's watch off
Person puts on a watch,PersonX takes PersonX's watch off
PersonX ignores PersonY's decision.,PersonX takes PersonY decision
PersonX receives PersonY decision.,PersonX takes PersonY decision
PersonX takes PersonY nowhere,PersonX takes PersonY everywhere
PersonX pushes PersonY away,PersonX takes PersonY in PersonY's arms
PersonX leaves PersonY in PersonY's arms,PersonX takes PersonY in PersonY's arms
PersonX and PersonY watches tv at home,PersonX takes PersonY on a hike
PersonX brings PersonY inside,PersonX takes PersonY outside
PersonX lets PersonY have their place,PersonX takes PersonY place
PersonX swerves past PersonY.,PersonX takes PersonY step
PersonX takes PersonY leap,PersonX takes PersonY step
PersonX leaves PersonY to suffer.,PersonX takes PersonY to the er
PersonX picks up PersonY from the ER,PersonX takes PersonY to the er
PersonX declines the offer of person Y,PersonX takes PersonY up on the offer
PersonX gives PersonY a laptop.,PersonX takes PersonY's laptop
PersonX takes PersonY into the house,PersonX takes PersonY's outside
PersonX takes PersonY's inside,PersonX takes PersonY's outside
PersonY takes PersonX's place,PersonX takes PersonY's place
PersonY is guaranteed PersonY's position,PersonX takes PersonY's place
PersonX states the opposite of PersonY's opinion,PersonX takes PersonY's stand
PersonX grants PersonY's toll,PersonX takes PersonY's toll
PersonX gives PersonY's toll,PersonX takes PersonY's toll
PersonX puts PersonY's watch on.,PersonX takes PersonY's watch off
PersonX leaves PersonY's watch on.,PersonX takes PersonY's watch off
PersonX orders PersonY to take PersonX's place,PersonX takes place as a result
PersonX takes place during the days,PersonX takes place during the years
PersonX stays away from europe.,PersonX takes place in europe
PersonX is from long ago,PersonX takes place in the century
PersonX taken place in the past century,PersonX takes place in the century
PersonX left the course.,PersonX takes place in the course
PersonX takes place tomorrow,PersonX takes place on the day
PersonX forgot about the day,PersonX takes place on the day
PersonX takes place in a moment,PersonX takes place over a period
PersonX takes place immediately,PersonX takes place over a period
PersonX takes place in a long time,PersonX takes place soon
PersonX starts in a long time,PersonX takes place soon
PersonX takes photos of other people.,PersonX takes selfies
PersonX leaves their phone at home,PersonX takes selfies
PersonX smashes the bag.,PersonX takes the bag
PersonX drops off the bag.,PersonX takes the bag
PersonX declines the new job,PersonX takes the new job
PersonX leaves the new job,PersonX takes the new job
PersonX walks off the stage,PersonX takes the stage
PersonX watches a concert.,PersonX takes the stage
PersonX went off the stand.,PersonX takes the stand
PersonX sits in the audience.,PersonX takes the stand
PersonX donates items to people.,PersonX takes things
PersonX is very honest.,PersonX takes things
PersonX is proactive in life.,PersonX takes things as they come
PersonX is forward thinking.,PersonX takes things as they come
PersonX gives thanks for living,PersonX takes things for granted
PersonX takes lots for granted,PersonX takes things for granted
PersonX sends a text message.,PersonX talks on PersonX's phone
PersonX texts on PersonX's phone,PersonX talks on PersonX's phone
PersonX talks on PersonX's phone.,PersonX talks on PersonY's phone
PersonY talks on PersonX's phone.,PersonX talks on PersonY's phone
PersonX talks over email,PersonX talks on the phone
PersonX texts on the phone,PersonX talks on the phone
PersonX waits to speak,PersonX talks out of turn
PersonX is rather quiet,PersonX talks to people
PersonX ignores people,PersonX talks to people
PersonX yells to PersonX's friends,PersonX talks to PersonX's friends
PersonX talks to PersonX's dog,PersonX talks to PersonX's friends
PersonX texts PersonY,PersonX talks to PersonY on the phone
PersonX wears headphones to ignore PersonY,PersonX talks to PersonY on the phone
PersonX gives PersonY support,PersonX tans PersonY's hide
PersonX received PersonY's hide.,PersonX tans PersonY's hide
PersonX serves the food,PersonX tastes the food
PersonX learns from PersonY the way,PersonX teaches PersonY the way
PersonY teaches PersonX things,PersonX teaches PersonY things
PersonX keeps the secret from my friend.,PersonX tells my friend
PersonX tells me,PersonX tells my friend
PersonX keeps it to themselves,PersonX tells my mother
PersonX tells my father.,PersonX tells my mother
PersonX keeps it from PersonX's daughter,PersonX tells PersonX's daughter
PersonX listens to PersonX's daughter,PersonX tells PersonX's daughter
PersonX tells PersonY a lot,PersonX tells PersonY a little
PersonX leaves Person Y,PersonX tells PersonY had a surprise
PersonX tells PersonY nothing,PersonX tells PersonY had a surprise
PersonX tells PersonY that it was bad.,PersonX tells PersonY it was okay
PersonX tells PersonY it was bad,PersonX tells PersonY it was okay
PersonX agrees with PersonY,PersonX tells PersonY no
PersonX tells PersonY yes,PersonX tells PersonY no
PersonX tells PersonY to take,PersonX tells PersonY to give
PersonX asks PersonY to take.,PersonX tells PersonY to give
PersonX give PersonY freedom to speak,PersonX tells PersonY to say
PersonX hushes PersonY,PersonX tells PersonY to say
PersonX tells PersonY's mother,PersonX tells PersonY's daughter
PersonX ignores PersonY's daughter,PersonX tells PersonY's daughter
PersonX keeps a secret.,PersonX tells PersonY's friend
PersonX keeps PersonY's secrets,PersonX tells PersonY's friend
PersonX keeps PersonY's secret from his mother,PersonX tells PersonY's mother
PersonX falls asleep,PersonX tests PersonX's ability
PersonX is confident in PersonX's ability,PersonX tests PersonX's ability
PersonX blocks PersonY from the team,PersonX tests PersonY's ability
PersonX's ability is tested by PersonY.,PersonX tests PersonY's ability
PersonX scolds PersonY,PersonX thanks PersonY profusely
PersonX welcomes PersonY's profusely,PersonX thanks PersonY's profusely
PersonX thinks little,PersonX thinks a lot
PersonX thinks it was ugly.,PersonX thinks it was beautiful
PersonX thinks it was ugly,PersonX thinks it was beautiful
PersonX think it would be boring,PersonX thinks it would be fun
PersonX thinks it would be boring,PersonX thinks it would be fun
PersonX thinks of a problem.,PersonX thinks of a solution
PersonX knows would happen,PersonX thinks would happen
PersonX holds the ball.,PersonX throws a ball
PersonX holds a ball.,PersonX throws a ball
PersonX catches a frisbee.,PersonX throws a frisbee
PersonX catches a banana,PersonX throws a frisbee
PersonX eats their food.,PersonX throws food
PersonX catches food.,PersonX throws food
PersonX takes money.,PersonX throws money away
PersonX saves money,PersonX throws money away
PersonX catches PersonX's hat from the ring.,PersonX throws PersonX's hat in the ring
PersonX withdraws from the event,PersonX throws PersonX's hat in the ring
PersonX gives PersonX their hat.,PersonX throws PersonX's hat over the fence
PersonX secures their hat.,PersonX throws PersonX's hat over the fence
PersonX gets PersonX's hat from the wall,PersonX throws PersonX's hat over the wall
Person X gives person Y a hat,PersonX throws PersonX's hat over the wall
PersonX throws PersonY on board,PersonX throws PersonY overboard
PersonX catches PersonY,PersonX throws PersonY overboard
PersonX picks up some bread,PersonX throws some bread
PersonX holds off on bathing the baby,PersonX throws the baby out with the bathwater
PersonX salvages something.,PersonX throws the baby out with the bathwater
PersonX moves refrigerator alone.,PersonX throws the ball
PersonX catches the book,PersonX throws the book
PersonX sets the book down gently.,PersonX throws the book
PersonX catches the food,PersonX throws the food
PersonX eats the food.,PersonX throws the food
PersonX catches the frisbee,PersonX throws the frisbee
PersonX receives the frisbee.,PersonX throws the frisbee
PersonX kicks the dragons tail,PersonX tickles the dragons tail
PersonX wacks off the dragons tail.,PersonX tickles the dragons tail
PersonX looses PersonY's arms,PersonX tightens PersonY's arms
PersonX loosens PersonY's arms,PersonX tightens PersonY's arms
PersonX holds PersonY's head up straight.,PersonX tips PersonY's head
PersonX tips PersonY's leg,PersonX tips PersonY's head
PersonX pushes PersonY's head forward,PersonX tips PersonY's head back
PersonX pushes PersonY down,PersonX tips PersonY's head back
PersonX drinks the rest,PersonX tops it off
PersonX is too full to add anymore,PersonX tops it off
PersonX eats PersonY's skin,PersonX touches PersonY's skin
PersonX scratches PersonY,PersonX touches PersonY's skin
PerspnX touches water.,PersonX touches wood
PersonX dashes ahead of PersonY.,PersonX trails behind PersonY
PersonX leads PersonY,PersonX trails behind PersonY
PersonX loses PersonY's form.,PersonX transmits in PersonY form
PersonX stays in his small town,PersonX travels across the country
PersonX travels out of france,PersonX travels to france
PersonX saves up money to travel,PersonX travels to france
PersonX trembles in one limb,PersonX trembles in every limb
PersonX is brave,PersonX trembles in every limb
PersonX gives out candy to kids,PersonX tricks or treat
PersonX tries again tomorrow,PersonX tries again next year
PersonX does the same thing day in and day out.,PersonX tries different things
PersonX tries baked salmon.,PersonX tries sushi
PersonX is a gossip.,PersonX tries to keep it a secret
PersonX tries post it public on Facebook,PersonX tries to keep it a secret
PersonX has a burst of anger,PersonX tries to relax
PersonX tries to stress out,PersonX tries to relax
PersonX panics.,PersonX tries to remain calm
PersonX loses his cool.,PersonX tries to remain calm
PersonX stays asleep,PersonX trips balls
PersonX stays completely sober.,PersonX trips balls
PersonX hayes playing musical instruments,PersonX tunes PersonX's guitar
PersonX destroys PersonY's guitar,PersonX tunes PersonY's guitar
PersonX plays PersonY's guitar,PersonX tunes PersonY's guitar
PersonX tells it all,PersonX turns a blind eye
PersonX pays attention,PersonX turns a blind eye
PersonX loses a profit,PersonX turns a profit
PersonX reverts to their old habits,PersonX turns over a new leaf
PersonX stays stuck in the same situation,PersonX turns over a new leaf
PersonX falls into bad habits.,PersonX turns PersonX's life around
PersonX stays on the straight and narrow.,PersonX turns PersonX's life around
PersonX locks in the dial on PersonX's music,PersonX turns PersonX's music
PersonX turns off PersonX's music,PersonX turns PersonX's music
PersonX turns the music up,PersonX turns PersonX's music down
PersonX turns PersonX's music up,PersonX turns PersonX's music down
PersonX eats PersonX's nose up,PersonX turns PersonX's nose up
PersonX helps others,PersonX turns PersonX's nose up
PersonX pulls PersonY's backs,PersonX turns PersonY's backs
PersonX turns PersonY around.,PersonX turns PersonY's backs
PersonX encourages PersonY's bad behavior,PersonX turns PersonY's life
PersonX leaves PersonY's life,PersonX turns PersonY's life
PersonX ruins PersonY's life.,PersonX turns PersonY's life around
PersonX cranks PersonY's music up.,PersonX turns PersonY's music down
PersonX turns up PersonY's music.,PersonX turns PersonY's music down
PersonX keeps going straight,PersonX turns right
PersonX turns left.,PersonX turns right
PersonX leaves the music up.,PersonX turns the music
PersonX get the tables turned on them,PersonX turns the tables
PersonX is caught off guard,PersonX turns the tables
PersonX pats PersonY's arm,PersonX twists PersonY's arm
PersonX dresses PersonY.,PersonX unbuckles PersonY's belt
PersonX buckles up PersonY's belt,PersonX unbuckles PersonY's belt
PersonX find PersonY to be enigmatic.,PersonX understands PersonY's nature
PersonX locks the door,PersonX unlocks the door
PersonX secures a deadbolt.,PersonX unlocks the door
PersonX pays full price,PersonX uses coupons
PersonX is a spendthrift,PersonX uses coupons
PersonX pays twice the retail price for a rare item,PersonX uses PersonX's coupons
PersonX uses PerxonX's mouth,PersonX uses PersonX's skills
PersonX takes a class to learn new things,PersonX uses PersonX's skills
PersonX uses PersonY ineffectively,PersonX uses PersonY effectively
PersonX saves a coupon,PersonX uses PersonY's coupons
PersonX throws away PersonY's coupons.,PersonX uses PersonY's coupons
PersonX politely waves hello.,PersonX uses PersonY's middle finger
PersonX uses PersonY's thumb.,PersonX uses PersonY's middle finger
PersonX uses cash,PersonX uses the card
PersonX fights the urge to use the restroom.,PersonX uses the restroom
PersonX pees behind the bush.,PersonX uses the restroom
PersonX visits a factory,PersonX visits a farm
PersonX leaves a friend,PersonX visits a friend
PersonX goes on work as an excuse of unavailability to PersonX's cousin.,PersonX visits PersonX's cousin
PersonX visits PersonX's father,PersonX visits PersonX's daughter
PersonX cancels on PersonX's daughter,PersonX visits PersonX's daughter
PersonX cuts off their parents.,PersonX visits PersonX's mother
PersonX invites PersonY's and friends out,PersonX visits PersonY friend
PersonX buries PersonY's cousin.,PersonX visits PersonY's cousin
PersonX calls PersonY's daughter on the phone.,PersonX visits PersonY's daughter
PersonX leaves PersonY's daughter.,PersonX visits PersonY's daughter
X leaves Y's mother.,PersonX visits PersonY's mother
PersonX stays in the rural area.,PersonX visits the city
PersonX visits the rural areas.,PersonX visits the city
PersonX visits the aquarium.,PersonX visits the zoo
PersonX skips the zoo trip.,PersonX visits the zoo
PersonX elect for PersonY,PersonX votes for PersonY
PersonX refrains from voting for PersonY,PersonX votes for PersonY
PersonX waits a couple minutes,PersonX waits all day
