neg_event,event
PersonX is mean to PersonY,PersonX shares with PersonY
PersonX combs PersonY's beard.,PersonX shaves PersonY's beard
PersonX grows PersonY's beard.,PersonX shaves PersonY's face
PersonY shaves PersonX's hair,PersonX shaves PersonY's hair
PersonX plaits PersonX's hair,PersonX shaves all of PersonX's hair off
PersonX gets PersonY's shoes dirty.,PersonX shines PersonY's shoes
PersonX beckons PersonY over,PersonX shoos PersonY away
PersonX raises a deer,PersonX shoots a deer
PersonX hears a gun,PersonX shoots a gun
PersonX missed a three pointer.,PersonX shoots a three pointer
PersonX waves at PersonY,PersonX shoots at PersonY
PersonX buys online,PersonX shops at the store
PersonX assuages PersonY,PersonX shouts at PersonY
PersonX dirties PersonY driveway.,PersonX shovels PersonY's driveway
PersonX sprinkles sand,PersonX shovels snow
PersonX grabs PersonY's hands,PersonX shoves PersonY's hands
PersonX is owed by PersonY,PersonX showers upon PersonY
PersonX hides PersonX's cards.,PersonX shows PersonX's cards
PersonX shows PersonX's son,PersonX shows PersonX's daughter
PersonX hides everything from PersonX's mom,PersonX shows PersonX's mom
PersonX hides things from PersonY.,PersonX shows PersonY everything
PersonX scolds PersonY for playing.,PersonX shows PersonY how to play
PersonX shows PersonY rudeness.,PersonX shows PersonY kindness
PersonX hides PersonY sign,PersonX shows PersonY sign
PersonX hides PersonY something,PersonX shows PersonY something
PersonX  scolds PersonY,PersonX shows PersonY's appreciation
PersonX shows PersonY's hate,PersonX shows PersonY's love
PersonX hides it from PersonY's parents,PersonX shows it to PersonY's parents
PersonX continues talking.,PersonX shuts PersonX's trap
PersonX opens PersonY's mouth,PersonX shuts PersonY's mouth
PersonX signs betet thenPersonY,PersonX signs PersonY up for lessons
PersonX ignores the papers,PersonX signs the papers
PersonX hates PersonX's song.,PersonX sings PersonX's song
PersonX screams at PersonY,PersonX sings PersonY a song
PersonX says bad things about PersonY.,PersonX sings PersonY's praises
PersonX takes PersonY's picture,PersonX sings PersonY's song
PersonX only sings PersonX's compositions,PersonX sings PersonY's songs
PersonX has a broken leg,PersonX sings and dance
PersonX is resting.,PersonX sings and play
PersonX says happy birthday,PersonX sings happy birthday
PersonX listens to karaoke.,PersonX sings karaoke
PersonX stays silent,PersonX sings the song
PersonX cooks for PersonY,PersonX sings to PersonY
PersonX only drinks from PersonX's own cup,PersonX sips PersonY's coffee
PersonX stands at PersonY's phone.,PersonX sits at PersonY's computer
PersonX stands by PersonY's desk.,PersonX sits at PersonY's desk
PersonX sits at a different table than PersonY,PersonX sits beside PersonY
PersonX sits away from PersonY,PersonX sits by PersonY
PersonY's side sits by PersonX,PersonX sits by PersonY's side
PersonY sits down beside PersonX,PersonX sits down beside PersonY
PersonX stands with PersonY,PersonX sits down with PersonY
PersonX sits in the back row behind PersonY,PersonX sits in front of PersonY
PersonY sits near PersonX,PersonX sits near PersonY
PersonX sits next to PersonY,PersonX sits opposite PersonY
PersonY sits with PersonX,PersonX sits with PersonY
PersonX sits with PersonY's enemies,PersonX sits with PersonY's friends
PersonX shakes PersonY's hand,PersonX slams PersonY's hand
PersonX pats PersonY on the back,PersonX slaps PersonY in the face
PersonX slaps PersonY in the face.,PersonX slaps PersonY on the back
PersonX stays awake at night,PersonX sleeps at night
PersonX was wide awake in PersonX's room.,PersonX sleeps in PersonY's bed
PersonX sleeps apart from PersonY.,PersonX sleeps next to PersonY
PersonX slides PersonY's feet,PersonX slides PersonY's hands
PersonX slings over PersonY's arm,PersonX slings over PersonY's shoulder
PersonX quickly moved PersonY's mouth down,PersonX slowly moved PersonY's mouth up
PersonX keeps up with PersonY,PersonX slows PersonY
PersonX sees PersonY,PersonX smells PersonY
PersonX smells bad,PersonX smells good
Person X needs a shower.,PersonX smells wonderful
PersonX gives PersonY a dirty look,PersonX smiles upon PersonY
PersonX attacks personY,PersonX snuggles PersonY
PersonX neglects PersonY's problem.,PersonX solves PersonY problem
PersonX causes problems for PersonY,PersonX solves PersonY's problem
PersonX rattles PersonY,PersonX soothes PersonY
PersonX gives PersonY an all-clear signal,PersonX sounds PersonY alarm
PersonX stayed silent to PersonY.,PersonX spake unto PersonY
PersonX spend with PersonY,PersonX spanks PersonY
PersonX forgets PersonX's language.,PersonX speaks PersonX's language
PersonX keeps PersonX's thoughts from PersonY,PersonX speaks PersonY mind
PersonX speaks french,PersonX speaks english
PersonX gossips about PersonY,PersonX speaks well of PersonY
PersonX speaks about PersonY,PersonX speaks with PersonY
PersonX slows down the road.,PersonX speeds down the road
PersonX slowly moves toward PersonY,PersonX speeds past PersonY
PersonX keeps all their money,PersonX spends all PersonX's money
PersonX donates money to PersonY.,PersonX spends all of PersonY's money
PersonX saves some time with PersonY,PersonX spends some time with PersonY
PersonX spends the night with PersonY,PersonX spends the day with PersonY
PersonX spends the morning with persony.,PersonX spends the evening with PersonY
PersonX spends time away from PersonY's family.,PersonX spends time with PersonY's family
PersonX saves with PersonX's family,PersonX spends with PersonX's family
PersonX spills PersonY's secrets,PersonX spills PersonY's drink
PersonY spins PersonX around,PersonX spins PersonY around
PersonY spins a yarn,PersonX spins a yarn
PersonX spins the globe,PersonX spins the bottle
PersonX loses PersonY,PersonX spots PersonY
PersonY sprays PersonX,PersonX sprays PersonY
PersonX slaps PersonY's hand.,PersonX squeezes PersonY hand
PersonX lets go of PersonY's hand.,PersonX squeezes PersonY's hand
PersonX sits PersonY down,PersonX stands PersonY up
PersonX gets out of PersonY's way,PersonX stands in PersonY's way
PersonX stands behind PersonY,PersonX stands in front of PersonY
PersonX stands in a crowd.,PersonX stands in the gap
PersonX surrenders up to PersonY,PersonX stands up to PersonY
PersonX stars into PersonY's feet,PersonX stars into PersonY's eyes
PersonX is fired from PersonX's job.,PersonX starts PersonX's first job
PersonX  quits their vacation,PersonX starts PersonX's vacation
PersonX closes down their business,PersonX starts a business
PersonX ends a fight with PersonY,PersonX starts a fight with PersonY
PersonX extinguishes a fire,PersonX starts a fire
PersonX cowers in fear.,PersonX starts a food fight
PersonX ends a relationship,PersonX starts a relationship
PersonX breaks up with PersonY.,PersonX starts dating PersonY
PersonX insults PersonY.,PersonX starts flirting with PersonY
PersonX gives up smoking.,PersonX starts smoking
PersonX puts out the fire.,PersonX starts the fire
PersonX starts whispering to PersonY,PersonX starts yelling at PersonY
PersonX  sleeps.,PersonX stays awake
PersonX left that night.,PersonX stays the night
PersonX stays away from PersonX's mom,PersonX stays with PersonX's mom
PersonX leaves PersonY's mom,PersonX stays with PersonY's mom
PersonX buys PersonY's bike,PersonX steals PersonY's bike
PersonX give personY a lunch,PersonX steals PersonY's lunch
PersonX gives PersonY's money,PersonX steals PersonY's money
PersonX lets PersonY shine,PersonX steals PersonY's thunder
PersonX returns PersonY's wallet,PersonX steals PersonY's wallet
PersonX drive a car,PersonX steals a car
PersonX gives to PersonY,PersonX steals from PersonY
PersonX prosecutes thieves,PersonX steals money
PersonX passes the ball.,PersonX steals the ball
PersonX steps towards PersonY,PersonX steps away from PersonY
PersonX steps over PersonY,PersonX steps on PersonY
PersonY steps on PersonX's toes,PersonX steps on PersonY's toes
PersonX rubs PersonY,PersonX stings PersonY
PersonX moves in front of PersonY,PersonX stops in front of PersonY
PersonX begins kissing PersonY,PersonX stops kissing PersonY
PersonX starts talking to PersonY,PersonX stops talking to PersonY
PersonX helps the presses along,PersonX stops the presses
PersonX starts working,PersonX stops working
PersonX relaxes in PersonX's room,PersonX storms off to PersonX's room
PersonX straddles PersonY's arms,PersonX straddles PersonY's hips
PersonX puts PersonY at ease,PersonX stresses PersonY out
PersonX puts PersonY's legs in a bind.,PersonX stretches PersonY's legs
PersonX hits PersonY's back,PersonX strokes PersonY's back
PersonX slaps Person Y's cheek.,PersonX strokes PersonY's cheek
PersonX pulls PersonY's hair,PersonX strokes PersonY's hair
PersonX is unprepared.,PersonX studies enough
PersonX passed before PersonX's father.,PersonX succeeds PersonX's father
PersonX continued unimpeded,PersonX suddenly stopped
PersonX sues PersonX's worker,PersonX sues PersonX's boss
PersonX protects the company.,PersonX sues the company
PersonX supplies PersonY with drinks,PersonX supplies PersonY with food
PersonX takes information from PersonY,PersonX supplies PersonY with information
PersonX takes away PersonY's wants,PersonX supplies PersonY's wants
PersonX ignores PersonX's families,PersonX supports PersonX's families
PersonX abandons PersonX's family.,PersonX supports PersonX's family
PersonX neglects PersonY family,PersonX supports PersonY family
PersonX rejects PersonY's argument,PersonX supports PersonY's argument
PersonX is against PersonY,PersonX supports PersonY's cause
PersonX fights PersonY's efforts,PersonX supports PersonY's efforts
PersonX exploits PersonY's families,PersonX supports PersonY's families
PersonX abandons PersonY's family,PersonX supports PersonY's family
PersonX ignores PersonY's view,PersonX supports PersonY's view
PersonX warns PersonX's boyfriend.,PersonX surprises PersonX's boyfriend
PersonX disappoints PersonX's friend.,PersonX surprises PersonX's friend
PersonX surprises PersonX's dad,PersonX surprises PersonX's mom
PersonX ignores PersonX's mother,PersonX surprises PersonX's mother
PersonX sends an itinerary to PersonX's parents,PersonX surprises PersonX's parents
PersonX calls PersonY to give them a heads-up.,PersonX surprises PersonY
PersonX tells PersonY what they are planning for their birthday.,PersonX surprises PersonY with a party
PersonX gives PersonY an expected trip.,PersonX surprises PersonY with a trip
PersonX surprises PersonY's enemies,PersonX surprises PersonY's friend
PersonX neglects PersonY's girlfriend,PersonX surprises PersonY's girlfriend
PersonX approaches PersonY's husband slowly,PersonX surprises PersonY's husband
PersonX surprises PersonY's son,PersonX surprises PersonY's mother
PersonX disappoints PersonY's parents,PersonX surprises PersonY's parents
PersonX employs PersonY,PersonX suspends PersonY
PersonX gives PersonY space.,PersonX swarms PersonY
PersonX kicks the ball,PersonX swats the ball
PersonX slaps PersonY,PersonX sweeps PersonY
PersonX tracks dirt onto the floor.,PersonX sweeps the floor
PersonX stirs the pot,PersonX sweetens the pot
PersonX walks around,PersonX swims around
PersonX drowns in place.,PersonX swims away
PersonX stays away from  PersonX's friends,PersonX swims with PersonX's friends
PersonX walks with PersonY's friends,PersonX swims with PersonY's friends
PersonX swings softly,PersonX swings hard
PersonX holds PersonY's tongue still.,PersonX swirls PersonY's tongue
PersonX touches PersonY,PersonX tackles PersonY
PersonX brings PersonX's cat,PersonX takes PersonX's cat
PersonX gives PersonX's date,PersonX takes PersonX's date
PersonX brings PersonX's family home from the beach,PersonX takes PersonX's family to the beach
PersonX finishes PersonX's journey,PersonX takes PersonX's first step
PersonX gives away PersonX's food,PersonX takes PersonX's food
PersonX breaks up with PersonX's girlfriend,PersonX takes PersonX's girlfriend out
PersonX takes PersonX's boyfriend out to breakfast,PersonX takes PersonX's girlfriend out to dinner
PersonX takes PersonX's foot in PersonZ's,PersonX takes PersonX's hand in PersonZ's
PersonX leaves PersonX's dad.,PersonX takes PersonX's mom
PersonX takes PersonX's son home.,PersonX takes PersonX's son out
PersonX neglects PersonX's toddler,PersonX takes PersonX's toddler
PersonX brings PersonX's truck,PersonX takes PersonX's truck
PersonX takes PersonX's two grandkids,PersonX takes PersonX's two kids
PersonX stays home with PersonX's wife,PersonX takes PersonX's wife out
PersonX hires a sitter to watch PersonY.,PersonX takes PersonY all day
PersonX sends away PersonY back home,PersonX takes PersonY back home
PersonX takes PersonY by the feet,PersonX takes PersonY by the arm
PersonX pushes PersonY,PersonX takes PersonY by the hand
PersonX takes PersonY certificate,PersonX takes PersonY degree
PersonX makes zero progress at taking PersonY down.,PersonX takes PersonY down
PersonX takes PersonY nearby,PersonX takes PersonY far
PersonX goes to the mall with PersonY,PersonX takes PersonY fishing
PersonX takes PersonY for a drive,PersonX takes PersonY for a walk
PersonX takes PersonY for lunch,PersonX takes PersonY for ice cream
PersonX takes PersonY to work,PersonX takes PersonY home
PersonX takes PersonY outside,PersonX takes PersonY inside
PersonX releases PersonY from custody,PersonX takes PersonY into custody
PersonX  losses PersonY inventory,PersonX takes PersonY inventory
PersonX takes PersonY home,PersonX takes PersonY on a date
PersonX takes PersonY to the gym.,PersonX takes PersonY out to eat
PersonX eats lunch alone at home,PersonX takes PersonY out to lunch
PersonX releases PersonY,PersonX takes PersonY prisoner
PersonX takes PersonY drinking.,PersonX takes PersonY shopping
PersonX goes to PersonX's favorite restaurant alone.,PersonX takes PersonY to PersonX's favorite restaurant
PersonX takes PersonY out of the bar,PersonX takes PersonY to a bar
PersonX brings PersonY home from the doctor's office,PersonX takes PersonY to a doctor
PersonX takes PersonY to a dinner,PersonX takes PersonY to a movie
PersonX takes PersonY to the beach,PersonX takes PersonY to disney world
PersonX takes PersonY to church,PersonX takes PersonY to disneyland
PersonX takes PersonY to take,PersonX takes PersonY to get
PersonX leaves PersonY at home,PersonX takes PersonY to see
PersonX gives direction to PersonY to see a doctor,PersonX takes PersonY to see a doctor
PersonX takes PersonY to the bus station,PersonX takes PersonY to the airport
PersonX takes PersonY to the hospital,PersonX takes PersonY to the animal shelter
PersonX accepts a lift from PersonY to the beach.,PersonX takes PersonY to the beach
PersonX takes PersonY to the zoo,PersonX takes PersonY to the circus
PersonX gets PersonY from the emergency room,PersonX takes PersonY to the emergency room
PersonX takes PersonY to the doctor,PersonX takes PersonY to the game
PersonX leaves PersonY at the house,PersonX takes PersonY to the house
PersonX leaves PersonY at the library.,PersonX takes PersonY to the library
PersonX takes PersonY to the store,PersonX takes PersonY to the movies
PersonX plays video games with PersonY.,PersonX takes PersonY to the park
PersonX picks up PersonY from the shelter.,PersonX takes PersonY to the shelter
PersonX takes PersonY away from the store,PersonX takes PersonY to the store
PersonX leaves PersonY at the vet.,PersonX takes PersonY to the vet
PersonX takes PersonY to the movies.,PersonX takes PersonY to the veterinarian
PersonX takes PersonY to the school.,PersonX takes PersonY to the zoo
PersonX takes PersonY to school,PersonX takes PersonY to work
PersonY turn takes PersonX,PersonX takes PersonY turn
PersonX gives PersonY an allowance.,PersonX takes PersonY's allowance
PersonX leaves PersonY's baby.,PersonX takes PersonY's baby
PersonX goes against PersonY,PersonX takes PersonY's back
PersonX brings PersonY's bike,PersonX takes PersonY's bike
PersonX takes PersonY's boat in,PersonX takes PersonY's boat out
PersonX brings PersonY's car,PersonX takes PersonY's car
PersonX takes PersonY's dog home from the vet,PersonX takes PersonY's cat to the vet
PersonY's date takes PersonX,PersonX takes PersonY's date
PersonX takes PersonY's dog back home.,PersonX takes PersonY's dog for a walk
PersonX takes PersonY's cat on a walk,PersonX takes PersonY's dog on a walk
PersonX takes PersonY's dog in,PersonX takes PersonY's dog out
PersonY's family takes PersonX to the beach,PersonX takes PersonY's family to the beach
PersonX takes PersonY's drinks,PersonX takes PersonY's food
PersonX takes PersonY's friends in,PersonX takes PersonY's friends out
PersonX takes PersonY's boyfriend out to breakfast,PersonX takes PersonY's girlfriend out to dinner
PersonX gives PersonY some contacts,PersonX takes PersonY's glasses
PersonX walks away from PersonY,PersonX takes PersonY's hands
PersonX keeps PersonY there.,PersonX takes PersonY's home
PersonY's hours take PersonX,PersonX takes PersonY's hours
PersonY takes PersonX's husband,PersonX takes PersonY's husband
PersonY's kids takes PersonX,PersonX takes PersonY's kids
PersonX gives back PersonY's kite.,PersonX takes PersonY's kite
PersonX takes PersonY's breakfast,PersonX takes PersonY's lunch
PersonX keeps off PersonY's medicine.,PersonX takes PersonY's medicine
PersonX dates PersonY's mom,PersonX takes PersonY's mom
PersonX leaves PersonY's money,PersonX takes PersonY's money
PersonX rejected PersonY's orders.,PersonX takes PersonY's orders
PersonX takes PersonY's watch,PersonX takes PersonY's phone
PersonX takes PersonY's book,PersonX takes PersonY's photo
PersonX gives back PersonY's purse.,PersonX takes PersonY's purse
PersonX gives PersonY their seat.,PersonX takes PersonY's seat
PersonY's seats take PersonX,PersonX takes PersonY's seats
PersonX gives PersonY's shoes,PersonX takes PersonY's shoes
PersonX gives PersonY's shot,PersonX takes PersonY's shot
PersonX brings PersonY's son in,PersonX takes PersonY's son out
PersonX estimates PersonY's temperature,PersonX takes PersonY's temperature
PersonX takes PersonY's bike,PersonX takes PersonY's truck
PersonX gives up his turn for PersonY's,PersonX takes PersonY's turn
PersonX gets very dirty,PersonX takes a bath
PersonX teaches a cooking class,PersonX takes a cooking class
PersonX missed the family trip.,PersonX takes a family trip
PersonY takes a photo of PersonX,PersonX takes a photo of PersonY
PersonY takes a picture of PersonX,PersonX takes a picture of PersonY
PersonX goes the long way,PersonX takes a shortcut
PersonX abstains from liquor,PersonX takes a shot
PersonX takes a trip,PersonX takes a tour
PersonY takes a trip to PersonX,PersonX takes a trip to PersonY
PersonX has a strong case of agoraphobia,PersonX takes a vacation
PersonX has about an hour,PersonX takes about an hour
PersonX takes action for PersonY,PersonX takes action against PersonY
PersonY takes advantage of PersonX,PersonX takes advantage of PersonY
PersonX takes another man,PersonX takes another wife
PersonX gives it to PersonY.,PersonX takes away from PersonY
PersonX abuses PersonX's children.,PersonX takes care of PersonX's children
PersonX abuses PersonY's,PersonX takes care of PersonY's
PersonX ignores PersonY's needs,PersonX takes care of PersonY's needs
PersonX abuses a PersonY,PersonX takes care of a PersonY
PersonX ignores children,PersonX takes care of children
PersonX shirks PersonX's duties,PersonX takes care of everything
PersonX takes care of himself,PersonX takes care of herself
PersonX mistreats PersonY,PersonX takes care of the PersonY
PersonX cowers in fear of PersonY.,PersonX takes charge of PersonY
PersonX falls down,PersonX takes dance
PersonX drops out of the race,PersonX takes first place
PersonX is neglectful of PersonY.,PersonX takes good care of PersonY
PersonX gives guitar lessons,PersonX takes guitar lessons
PersonX gives it to me,PersonX takes it from me
PersonX picks it up from the shop.,PersonX takes it to the shop
PersonX skips lots of photos,PersonX takes lots of photos
PersonX gives many lessons,PersonX takes many lessons
PersonX takes love,PersonX takes money
PersonX gives my dog back to me.,PersonX takes my dog
PersonX takes my pen,PersonX takes my son
PersonX believes PersonY's answer,PersonX takes no for PersonY answer
PersonX takes everything for granted,PersonX takes nothing for granted
PersonX puts on PersonY's clothes.,PersonX takes off PersonY's clothes
PersonX stays at home,PersonX takes part in the battle
PersonX abandons the expedition.,PersonX takes part in the expedition
PersonX takes quits the movement,PersonX takes part in the movement
PersonX lives in peacetime,PersonX takes part in the war
PersonX takes boxing lessons,PersonX takes piano lessons
PersonX is happy for PersonY.,PersonX takes pity on PersonY
PersonX takes refuge out of  PersonY,PersonX takes refuge in PersonY
PersonX is neutral,PersonX takes sides
PersonX donates money,PersonX takes some money
PersonX takes the train to work,PersonX takes the bus to work
PersonX takes the cat,PersonX takes the dog
PersonX takes the dog inside,PersonX takes the dog outside
PersonX leaves the food,PersonX takes the food
PersonX brings the food in.,PersonX takes the food out
PersonX decorates the gingerbread,PersonX takes the gilt off the gingerbread
PersonX takes the boy,PersonX takes the girl
PersonX let's law enforcement do their job.,PersonX takes the law into PersonX's hands
PersonX gives back the money.,PersonX takes the money
PersonX defends the goal,PersonX takes the offensive
PersonX paints a portrait.,PersonX takes the picture
PersonX tells the kids to take out the trash,PersonX takes the trash
PersonX skips time off,PersonX takes time off
PersonX does it all themselves.,PersonX takes turns
PersonX talks  slowly,PersonX talks a mile a minute
PersonX's relationship talks about PersonX,PersonX talks about PersonX's relationship
PersonX talks too little,PersonX talks much
PersonX talks to PersonX's  sister.,PersonX talks to PersonX's brother
PersonX ignores PersonX's daughter.,PersonX talks to PersonX's daughter
PersonX ignores PersonX's husband.,PersonX talks to PersonX's husband
PersonX talks to PersonX's father,PersonX talks to PersonX's mother
PersonX's neighbor talks to PersonX,PersonX talks to PersonX's neighbor
PersonX ignores PersonX's parents.,PersonX talks to PersonX's parents
PersonX talks to PersonY for  long hours,PersonX talks to PersonY for a bit
PersonX talks to PersonY's spouse.,PersonX talks to PersonY's boss
PersonX talks to PersonY's sister,PersonX talks to PersonY's brother
PersonX talks to PersonY's son,PersonX talks to PersonY's daughter
PersonX blows of the friend of PersonY.,PersonX talks to PersonY's friend
PersonX talks to PersonY's children,PersonX talks to PersonY's husband
PersonX ignors PersonY's mother.,PersonX talks to PersonY's mother
PersonX bottles up their feelings.,PersonX talks to a friend
PersonX tells it like it is.,PersonX talks turkey
PersonX sings with PersonY,PersonX talks with PersonY
PersonX tangles PersonY's toes,PersonX tangles PersonY's fingers
PersonX taps PersonY on the butt,PersonX taps PersonY on the shoulder
PersonX sends PersonX's children to school.,PersonX teaches PersonX's children
PersonX's son teaches PersonX,PersonX teaches PersonX's son
PersonX learns from PersonY.,PersonX teaches PersonY
PersonX learns from PersonY,PersonX teaches PersonY anything
PersonX learns everything from PersonY,PersonX teaches PersonY everything
PersonX teaches PersonY the wrong way,PersonX teaches PersonY how
PersonX learns from PersonY how to play.,PersonX teaches PersonY how to play
PersonX understands PersonY much,PersonX teaches PersonY much
PersonX teaches PersonY so few,PersonX teaches PersonY so much
PersonX teaches PersonY mastery of the subject,PersonX teaches PersonY the basics
PersonX teaches PersonY to be serious.,PersonX teaches PersonY to play
PersonX confuses PersonY,PersonX teaches PersonY to read
PersonX destroys old clothes.,PersonX teaches PersonY to sew
PersonX teaches PersonY's parents,PersonX teaches PersonY's children
PersonX teaches PersonY's son,PersonX teaches PersonY's daughter
PersonX teaches PersonY's cat,PersonX teaches PersonY's dog
PersonX puts PersonY together,PersonX tears PersonY apart
PersonY's eyes tear PersonX,PersonX tears PersonY's eyes
PersonX's best friend tells PersonX,PersonX tells PersonX's best friend
PersonX is tight lipped around PersonX's boyfriend.,PersonX tells PersonX's boyfriend
PersonY tells PersonX's friends,PersonX tells PersonX's friends
PersonX keeps it quiet,PersonX tells PersonX's friends about it
PersonX's grandma tells PersonX,PersonX tells PersonX's grandma
PersonX ignores PersonX's jokes,PersonX tells PersonX's jokes
PersonX tells PersonX's parents,PersonX tells PersonX's kids
PersonX keeps a secret,PersonX tells PersonX's sister
PersonX writes PersonX's tale,PersonX tells PersonX's tale
PersonX reads PersonY PersonX's story,PersonX tells PersonY PersonX's story
PersonX tells PersonY PersonY's number,PersonX tells PersonY PersonY's name
PersonX tells PersonY nothing,PersonX tells PersonY everything
PersonX tells PersonY had felt better,PersonX tells PersonY had died
PersonX hides the fact that it was broken from PersonY.,PersonX tells PersonY it was broken
PersonX silences PersonY know,PersonX tells PersonY know
PersonX keeps PersonY's secret.,PersonX tells PersonY mom
PersonX encourages PersonY to do so,PersonX tells PersonY not to
PersonX tells PersonY to come,PersonX tells PersonY not to come
PersonX tells PersonY to be very scared,PersonX tells PersonY not to worry
PersonX tells PersonY to be worried.,PersonX tells PersonY not to worry about it
PersonX tells PersonY fantasy,PersonX tells PersonY tales
PersonX tells PersonY that PersonY is being a great person,PersonX tells PersonY that PersonY is being solipsist and insolent
PersonX tells PersonY the bad news,PersonX tells PersonY the good news
PersonXhides the problem from  PersonY,PersonX tells PersonY the problem
PersonX tells PersonY the day,PersonX tells PersonY the time
PersonX tells PersonY lies,PersonX tells PersonY the truth
PersonX keeps secrets from PersonY,PersonX tells PersonY things
PersonX tells PersonY to stay.,PersonX tells PersonY to go home
PersonX assists PersonY in annoying PersonZ,PersonX tells PersonY to leave PersonZ alone
PersonY tells PersonX to relax,PersonX tells PersonY to relax
PersonX tells PersonY to stand.,PersonX tells PersonY to sit
PersonX tells PersonY tostand up,PersonX tells PersonY to sit down
PersonY tells PersonX to tell,PersonX tells PersonY to tell
PersonX tells PersonY to go.,PersonX tells PersonY to wait
PersonX shows PersonY was pregnant,PersonX tells PersonY was pregnant
PersonX tells PersonY were staying,PersonX tells PersonY were going
PersonX shows PersonY what had happened,PersonX tells PersonY what had happened
PersonX shows PersonY what happened,PersonX tells PersonY what happened
PersonX tells PersonY pure lies,PersonX tells PersonY what was going on
PersonX tells PersonY where to stay,PersonX tells PersonY where to go
PersonX shares excitement with PersonY,PersonX tells PersonY where to shove it
PersonX tells PersonY husband,PersonX tells PersonY wife
PersonX keeps PersonY's wish a secret,PersonX tells PersonY wish
PersonX tells PersonY no,PersonX tells PersonY yes
PersonX keeps the information a secret.,PersonX tells PersonY's coworkers
PersonX tells PersonY's son,PersonX tells PersonY's father
PersonX tells PersonY's grandpa,PersonX tells PersonY's grandma
PersonX tells PersonY's dad,PersonX tells PersonY's kids
PersonX tells PersonY's children,PersonX tells PersonY's parents
PersonX tells PersonY's brother,PersonX tells PersonY's sister
PersonX illustrates PersonY's story,PersonX tells PersonY's story
PersonX tells a lie,PersonX tells a joke
PersonX listens to a tale,PersonX tells a story
ersonX tells  PersonY hes wise,PersonX tells by PersonY idiot
"PersonX asks Fred,",PersonX tells fred
PersonX is serious,PersonX tells jokes
PersonX tells dad,PersonX tells mom
PersonX loves to listen to stories,PersonX tells stories
PersonX always tells the truth.,PersonX tells tales out of school
PersonX tells the story,PersonX tells the joke
PersonX tenders PersonX's demotion,PersonX tenders PersonX's resignation
PersonY is very fond of PersonX.,PersonX terrifies PersonY
PersonY's skills tests PersonX,PersonX tests PersonY's skills
PersonX calls PersonY tomorrow.,PersonX texts PersonY today
PersonX calls PersonY's friend.,PersonX texts PersonY's friend
PersonX texts PersonY's wife,PersonX texts PersonY's husband
PersonX calls back,PersonX texts back
PersonX yells at PersonX's boss,PersonX thanks PersonX's boss
PersonX thanks PersonX's dad,PersonX thanks PersonX's mom
PersonX thanks PersonX's children,PersonX thanks PersonX's parents
PersonX forgets to show PersonY gratitude for PersonZ's help.,PersonX thanks PersonY for PersonZ's help
PersonX thanks PersonY for leaving,PersonX thanks PersonY for coming
PersonX finds PersonY's appearance appalling.,PersonX thinks PersonY looked great
PersonX thinks PersonY was incredibly ugly,PersonX thinks PersonY was incredibly cute
PersonX complements  PersonY's existence,PersonX threatens PersonY's existence
PersonY's life threatens PersonX,PersonX threatens PersonY's life
PersonX plans an anniversary with PersonY's help.,PersonX throws PersonY a surprise birthday party
PersonX gives PersonY a surprise visit.,PersonX throws PersonY a surprise party
PersonX throws PersonY towards,PersonX throws PersonY away
PersonX helps PersonY escape prison.,PersonX throws PersonY into prison
PersonX picks PersonY up from the floor.,PersonX throws PersonY to the ground
PersonX throws PersonY's head forwards,PersonX throws PersonY's head back
PersonX catches a dinner party,PersonX throws a dinner party
PersonX throws a party for PersonY's family.,PersonX throws a party for PersonY's friends
PersonX walks away from the problem.,PersonX throws a rock at it
PersonX fixes the problem.,PersonX throws a spanner in the works
PersonX tosses the thought of a surprise party.,PersonX throws a surprise party
PersonX catches candy,PersonX throws candy
PersonX throws it to PersonY,PersonX throws it at PersonY
PersonX catches the football,PersonX throws the football
PersonX catches water,PersonX throws water
PersonX gets really serious with PersonY,PersonX tickles PersonY's funny bone
PersonX unbounds PersonY.,PersonX ties PersonY together
PersonX tilts PersonY's head forward,PersonX tilts PersonY's head back
PersonX keeps PersonY's head level,PersonX tilts PersonY's head slightly
PersonX balances the scales,PersonX tips the scales
PersonX decides to keep it.,PersonX tosses it back
PersonX slaps PersonY's cheek,PersonX touches PersonY's cheek
PersonX touches PersonY's feet,PersonX touches PersonY's face
PersonX touches PersonY's head,PersonX touches PersonY's heart
PersonX shies away from PersonY's lips,PersonX touches PersonY's lips
PersonY's car tows PersonX,PersonX tows PersonY's car
PersonX loses sight of PersonY.,PersonX tracks PersonY
PersonX teaches PersonY,PersonX trains PersonY
PersonX trains PersonY's cat,PersonX trains PersonY's dog
PersonX trains the veteran,PersonX trains the new employee
PersonX frees PersonY,PersonX traps PersonY
PersonX leaves from Canada,PersonX travels to canada
PersonX travels alone,PersonX travels with PersonY
PersonX treats PersonY nicely,PersonX treats PersonY badly
PersonX treats PersonY similarly.,PersonX treats PersonY differently
PersonX is rude to PersonY,PersonX treats PersonY kindly
PersonX treats PersonY bad,PersonX treats PersonY well
PersonX treats PersonY with kindness,PersonX treats PersonY with contempt
PersonX treats PersonY with contempt,PersonX treats PersonY with respect
PersonX tries PersonY's workout,PersonX tries PersonY's food
PersonX tries to lose,PersonX tries and win
PersonX tries my foot,PersonX tries my hand
PersonX tries blind dating,PersonX tries online dating
