neg_event,event,split,neg_cue,neg_cue_type
PersonX avoids PersonY's roommate,PersonX confronts PersonY's roommate,tst,avoid,verb
PersonX stays at the rest stop,PersonX continues driving,tst,stop,verb
PersonX stops driving,PersonX continues driving,tst,stop,verb
PersonX stops PersonY's journey,PersonX continues PersonY's journey,tst,stop,verb
Person X is unable to convince his parents.,PersonX convinces PersonX's parents,tst,unable,affixes_adj
PersonX is unable to convince PersonY's parents.,PersonX convinces PersonY's parents,tst,unable,affixes_adj
PersonX goes out with no head covering,PersonX covers PersonX's head,tst,no,single_word
PersonX avoids another car,PersonX crashes into another car,tst,avoid,verb
PersonX dates for a few days.,PersonX dates for years,tst,few,single_word
PersonX refuses to take responsibility for PersonY.,PersonX deals with PersonY,tst,refuse,verb
PersonX takes in forms without figure,PersonX distributes in forms without figure,tst,without,single_word
PersonX does a unsatisfactory job.,PersonX does an amazing job,tst,unsatisfactory,affixes_adj
PersonX fails school,PersonX does better in school,tst,fail,verb
PersonX is failing in school.,PersonX does better in school,tst,fail,verb
PersonX does no jobs,PersonX does odd jobs,tst,no,single_word
PersonX avoids some yard work,PersonX does some yard work,tst,avoid,verb
PersonX fails out of school.,PersonX does well in school,tst,fail,verb
PersonX comes to no conclusions.,PersonX draws PersonX's conclusions,tst,no,single_word
PersonX refuses to drive.,PersonX drives anyway,tst,refuse,verb
PersonX barely eats,PersonX eats everything,tst,barely,single_word
PersonX dislikes PersonY's company,PersonX enjoys PersonY's company,tst,dislike,affixes_verb
PersonX refuses to explain things to PersonY,PersonX explains things to PersonY,tst,refuse,verb
PersonX stops learning altogether.,PersonX extends PersonX's knowledge,tst,stop,verb
PersonX fails PersonX's trigonometry class,PersonX fails PersonX's math class,tst,fail,verb
PersonX fails to even go diamond,PersonX fails to even go platinum,tst,fail,verb
PersonX never got around,PersonX finally got around,tst,never,single_word
PersonX finally disconnected from the group,PersonX finally joined,tst,disconnect,affixes_verb
PersonX never meets PersonY,PersonX finally meet PersonY,tst,never,single_word
PersonX is never able to meet PersonY,PersonX finally meet PersonY,tst,never,single_word
PersonX is unable to find seating.,PersonX finds a good place,tst,unable,affixes_adj
PersonX found nothing of interest.,PersonX finds another gear,tst,nothing,single_word
PersonX refuses to help PersonY.,PersonX finds what PersonY wanted,tst,refuse,verb
PersonX refuses to cheat on homework.,PersonX finishes PersonY's homework,tst,refuse,verb
PersonX cooks without following a plan.,PersonX follows a recipe,tst,without,single_word
PersonX disagrees with PersonX's instructions,PersonX follows PersonX's instructions,tst,disagree,affixes_verb
PersonX refuses to listen to PersonY's help,PersonX follows PersonY's instructions,tst,refuse,verb
PersonX disbands and goes solo.,PersonX forms a band,tst,disband,affixes_verb
PersonX is disliked by PersonY,PersonX gains PersonY appreciation,tst,dislike,affixes_verb
PersonX avoids going to the doctor.,PersonX gets a shot,tst,avoid,verb
PersonX gets a little close,PersonX gets close enough,tst,little,single_word
PersonX gets undressed for school,PersonX gets dressed for school,tst,undress,affixes_verb
PersonX has nothing ready,PersonX gets everything ready,tst,nothing,single_word
PersonX is disorganized.,PersonX gets everything together,tst,disorganize,affixes_verb
PersonX refuses to get anything for PersonY,PersonX gets it for PersonY,tst,refuse,verb
PersonX refuses to fetch my license,PersonX gets my license,tst,refuse,verb
PersonX avoids touching PersonY,PersonX gets on PersonX's feet,tst,avoid,verb
PersonX avoids puddles,PersonX gets PersonX's feet wet,tst,avoid,verb
PersonX unties PersonX's shorts.,PersonX gets PersonX's shorts in a knot,tst,untie,affixes_verb
PersonX failed to have their work published.,PersonX gets published,tst,fail,verb
PersonX does no work,PersonX gets some work done,tst,no,single_word
PersonX gets nothing for something.,PersonX gets something for nothing,tst,nothing,single_word
PersonX avoids a sunburn.,PersonX gets sunburned,tst,avoid,verb
PersonX never gets called.,PersonX gets the call,tst,never,single_word
PersonX refuses the shot.,PersonX gets the shot,tst,refuse,verb
PersonX avoid bob,PersonX gives bob,tst,avoid,verb
PersonX refuses to name it,PersonX gives it PersonY's name,tst,refuse,verb
PersonX denies access to PersonY,PersonX gives PersonY a account,tst,deny,verb
PersonX fails to warn PersonY.,PersonX gives PersonY a warning,tst,fail,verb
PersonX is unable to have PersonY's children,PersonX gives PersonY children,tst,unable,affixes_adj
PersonX refuses PersonY help.,PersonX gives PersonY help,tst,refuse,verb
PersonX refuses to give PersonY help,PersonX gives PersonY help,tst,refuse,verb
PersonX gives PersonY no information,PersonX gives PersonY instruction,tst,no,single_word
PersonX discourages PersonY,PersonX gives PersonY the courage,tst,discourage,affixes_verb
PersonX never met PersonY,PersonX gives PersonY the impression,tst,never,single_word
PersonX refuses to tell PersonY the name.,PersonX gives PersonY the name,tst,refuse,verb
PersonY never learns the name.,PersonX gives PersonY the name,tst,never,single_word
PersonX gave nothing to PersonY,PersonX gives PersonY what-for,tst,nothing,single_word
PersonX avoids danger.,PersonX goes rock climbing,tst,avoid,verb
PersonX waits out the illness without medication.,PersonX goes to the doctor's office,tst,without,single_word
PersonX avoids the doctor,PersonX goes to the doctor for a checkup,tst,avoid,verb
PersonX denies PersonY's request.,PersonX grants PersonY request,tst,deny,verb
PersonX has never had a new car.,PersonX has a new car,tst,never,single_word
PersonX has an important work meeting,PersonX has an important job interview,tst,important,affixes_adj
PersonX disregards PersonY.,PersonX has to take care of PersonY,tst,disregard,affixes_verb
PersonX falls asleep without a problem,PersonX has trouble falling asleep,tst,without,single_word
PersonX hearts beat stops as PersonX,PersonX hearts beat as PersonX,tst,stop,verb
Heart stops.,PersonX hearts beat as PersonX,tst,stop,verb
PersonX gave no aid to PersonY.,PersonX helps PersonY along,tst,no,single_word
PersonX refuses to help PersonY's sister,PersonX helps PersonY's brother,tst,refuse,verb
PersonX avoids a telephone pole.,PersonX hits a telephone pole,tst,avoid,verb
PersonX avoids hitting the telephone pole.,PersonX hits a telephone pole,tst,avoid,verb
PersonX avoids the headlines,PersonX hits the headlines,tst,avoid,verb
PersonX fails the course.,PersonX improves PersonX's grades,tst,fail,verb
PersonX rarely has anything to do.,PersonX is always busy,tst,rarely,single_word
PersonX is unable to get fixed,PersonX is as good as new,tst,unable,affixes_adj
PersonX refuses to visit his grandmother,PersonX is at PersonX's grandmother's house,tst,refuse,verb
PersonX continues eating unhealthy and stopped exercising,PersonX is losing weight,tst,stop,verb
PersonX has no one to call him dad.,PersonX is mother,tst,no,single_word
PersonX is much less careful,PersonX is much more careful,tst,less,affixes_adj
PersonX never wants to leave.,PersonX is ready to go home,tst,never,single_word
PersonX is no longer angry.,PersonX is still angry,tst,no longer,multi_word
PersonX goes ahead without PersonY,PersonX is waiting for PersonY,tst,without,single_word
PersonX fails to have an explanation for PersonX's own actions,PersonX justifies PersonX's actions,tst,fail,verb
PersonY's existence needs no rationale.,PersonX justifies PersonY's existence,tst,no,single_word
PersonX uncrosses PersonX's fingers,PersonX keeps PersonX's fingers crossed,tst,uncross,affixes_verb
PersonX never learned to dance,PersonX knows how to dance,tst,never,single_word
PersonX has never danced,PersonX knows how to dance,tst,never,single_word
PersonX knows nothing about PersonY,PersonX knows much about PersonY,tst,nothing,single_word
PersonX is unfamiliar with PersonY from a can of paint,PersonX knows PersonY from a can of paint,tst,unfamiliar,affixes_adj
PersonX lasts a few minutes,PersonX lasts all day,tst,few,single_word
PersonX refuses to let PersonY explain.,PersonX lets PersonY explain,tst,refuse,verb
PersonX is proven untrustworthy to PersonY,PersonX lets PersonY's guard down,tst,untrustworthy,affixes_adj
PersonX avoids the pantry,PersonX looks in the pantry,tst,avoid,verb
PersonX avoids eye contact with PersonY,PersonX looks into PersonY's face,tst,avoid,verb
PersonX avoids eye contact.,PersonX looks into PersonY's face,tst,avoid,verb
PersonX looks nothing like it.,PersonX looks like,tst,nothing,single_word
PersonX looks nothing like PersonY.,PersonX looks like a PersonY,tst,nothing,single_word
PersonX avoids looking at PersonY,PersonX looks PersonY in the face,tst,avoid,verb
PersonX dislikes reading,PersonX loves reading books,tst,dislike,affixes_verb
PersonX gets a failing score,PersonX makes a perfect score,tst,fail,verb
PersonX avoids taking shots,PersonX makes a shot,tst,avoid,verb
PersonX has no plans,PersonX makes arrangements,tst,no,single_word
personX makes no effort,PersonX makes every effort,tst,no,single_word
PersonX makes no sense at all,PersonX makes much sense,tst,no,single_word
PersonX refuses to make PersonX's arrangements,PersonX makes PersonX's arrangements,tst,refuse,verb
PersonX stops PersonY assault,PersonX makes PersonY assault,tst,stop,verb
PersonX refuses to  accommodate PersonY's requests.,PersonX makes PersonY concessions,tst,refuse,verb
PersonX takes away PersonY resistance,PersonX makes PersonY resistance,tst,resist,verb
PersonX refuses to make any arrangements for PersonY.,PersonX makes PersonY's arrangements,tst,refuse,verb
PersonX never makes that mistake again,PersonX makes that mistake again,tst,never,single_word
PersonX failed tryouts,PersonX makes the team though,tst,fail,verb
PersonX fails PersonX's goal,PersonX meets PersonX's goal,tst,fail,verb
PersonX fails to meet PersonX's standards,PersonX meets PersonX's standards,tst,fail,verb
PersonX fails to follow through for PersonY,PersonX meets PersonY need,tst,fail,verb
PersonX just barely meets PersonX's own needs.,PersonX meets PersonY need,tst,barely,single_word
PersonX avoids PersonY's friends.,PersonX meets PersonY's friends,tst,avoid,verb
PersonX never met PersonY's husband,PersonX meets PersonY's husband,tst,never,single_word
PersonX  halts at  PersonY,PersonX moves past PersonY,tst,halt,verb
PersonX never been inside one,PersonX never been on one,tst,never,single_word
PersonX never won,PersonX never lost,tst,never,single_word
PersonX fails to notice someone,PersonX notices someone,tst,fail,verb
PersonX fails to notify PersonY,PersonX notifies PersonY,tst,fail,verb
PersonX refuses to teach PersonY,PersonX offer to teach PersonY,tst,refuse,verb
PersonX often avoided it.,PersonX often went,tst,avoid,verb
PersonX never goes,PersonX often went,tst,never,single_word
PersonX has no pets.,PersonX owns a dog,tst,no,single_word
PersonX is opposed to carrying weapons.,PersonX packs heat,tst,oppose,verb
PersonX unpacks my bags,PersonX packs my bags,tst,unpack,affixes_verb
PersonX unpacked PersonY bag.,PersonX packs PersonY's bags,tst,unpack,affixes_verb
PersonX fails PersonX's exam,PersonX passes PersonX's exam,tst,fail,verb
PersonX failed PersonX's exam.,PersonX passes PersonX's exam,tst,fail,verb
PersonX stops at PersonY's lips.,PersonX passes PersonY's lips,tst,stop,verb
PersonX fails the exam.,PersonX passes the exam,tst,fail,verb
PersonX avoids taxes,PersonX pays taxes,tst,avoid,verb
PersonX refused to perform Person Y's analysis.,PersonX performs PersonY analysis,tst,refuse,verb
PersonX never plays laser tag,PersonX plays laser tag,tst,never,single_word
PersonX plays few games games,PersonX plays lots of games,tst,few,single_word
PersonX plays a few games,PersonX plays many games,tst,few,single_word
PersonX has no games to play.,PersonX plays many games,tst,no,single_word
PersonX refuses to play the gender card,PersonX plays the gender card,tst,refuse,verb
PersonX knows nothing about what PersonY knows,PersonX possesses PersonY knowledge,tst,nothing,single_word
PersonX lacks PersonY knowledge,PersonX possesses PersonY knowledge,tst,lack,verb
PersonX shows no emotion,PersonX pours PersonX's heart,tst,no,single_word
PersonX never practices,PersonX practices all day,tst,never,single_word
PersonX refuses singing,PersonX practices singing,tst,refuse,verb
PersonX denies PersonX's views,PersonX presents PersonX's views,tst,deny,verb
PersonX prevents PersonY from leaving,PersonX prevents PersonY from coming,tst,prevent,verb
PersonX halts PersonY results,PersonX produces PersonY results,tst,halt,verb
PersonX is unable to move with bad injury.,PersonX protects PersonY from harm,tst,unable,affixes_adj
PersonX has no knowledge of an account,PersonX provides PersonY account,tst,no,single_word
PersonX makes no effort.,PersonX pulls out all the stops,tst,no,single_word
PersonX never touches PersonY,PersonX pulls PersonY's arm,tst,never,single_word
PersonX knows when to stop doing something,PersonX pushes PersonX's luck,tst,stop,verb
PersonX fails to achieve PersonX's goals,PersonX reaches PersonX's potential,tst,fail,verb
PersonX stops before PersonX gets to PersonY's ears.,PersonX reaches PersonY's ears,tst,stop,verb
PersonX never violates PersonY's privacy.,PersonX reads PersonY's diary,tst,never,single_word
PersonX never wants,PersonX really wants,tst,never,single_word
PersonX stops raising PersonY's children,PersonX rears PersonY's children,tst,stop,verb
PersonX discredits PersonY,PersonX reassures PersonY,tst,discredit,affixes_verb
PersonX prevents commerce with nations,PersonX regulates commerce with nations,tst,prevent,verb
PersonX refused,PersonX reluctantly accepted,tst,refuse,verb
PersonX refused to agree to the terms,PersonX reluctantly agreed,tst,refuse,verb
PersonX never comes back,PersonX returns the next day,tst,never,single_word
PersonX avoids PersonX's state.,PersonX returns to PersonX's state,tst,avoid,verb
PersonX rides no rides,PersonX rides every ride,tst,no,single_word
PersonX disparages PersonY,PersonX roots for PersonY,tst,disparage,affixes_verb
PersonX has nothing left to do,PersonX runs errands,tst,nothing,single_word
PersonX says no way.,PersonX says sure,tst,no,single_word
PersonX has no opinion.,PersonX says would prefer,tst,no,single_word
PersonX avoids PersonY's advice,PersonX seeks PersonY's advice,tst,avoid,verb
PersonX sees no animals.,PersonX sees all the animals,tst,no,single_word
PersonX gets a restrained order from PersonX's girl friend.,PersonX sees PersonX's girlfriend,tst,restrain,verb
PersonX avoids PersonX's wife,PersonX sees PersonX's wife,tst,avoid,verb
PersonX never sees PersonX's wife,PersonX sees PersonX's wife,tst,never,single_word
PersonX fails his classes,PersonX sees PersonY graduate,tst,fail,verb
PersonX sees PersonY failing courses,PersonX sees PersonY graduate,tst,fail,verb
PersonX avoids PersonY too,PersonX sees PersonY too,tst,avoid,verb
PersonX saw no animals.,PersonX sees the animals,tst,no,single_word
PersonX refuses to share PersonY experience,PersonX shares PersonY experience,tst,refuse,verb
PersonX has no injuries on PersonX's body,PersonX sheds PersonX's blood,tst,no,single_word
PersonX sings without emotion.,PersonX sings PersonX's heart,tst,without,single_word
PersonX refuses to have physical contact with PersonY.,PersonX sits on PersonY's lap,tst,refuse,verb
PersonX puts in no effort.,PersonX spares no effort,tst,no,single_word
PersonX walks out the door without spilling any coffee.,PersonX spills PersonX's coffee,tst,without,single_word
PersonX avoids wildlife,PersonX sprays by a skunk,tst,avoid,verb
PersonX avoids PersonY's gaze,PersonX stares back at PersonY,tst,avoid,verb
PersonX stops cooking.,PersonX starts cooking,tst,stop,verb
PersonX stops cooking,PersonX starts cooking,tst,stop,verb
PersonX stops playing.,PersonX starts to play,tst,stop,verb
PersonX stops using it,PersonX starts using it,tst,stop,verb
PersonX stops walking.,PersonX starts walking,tst,stop,verb
PersonX stops working,PersonX starts working,tst,stop,verb
PersonX never steals anything,PersonX steals anything,tst,never,single_word
PersonX stops and PersonY listens,PersonX stops but PersonY did n't listen,tst,stop,verb
PersonX never studies.,PersonX studies extra,tst,never,single_word
PersonX takes the quiz without studying,PersonX studies for a quiz,tst,without,single_word
PersonX refuses to prepare for the exam,PersonX studies for an exam,tst,refuse,verb
PersonX never takes it.,PersonX takes it everywhere,tst,never,single_word
PersonX refuses to do anything about the matter,PersonX takes matters into PersonX's own hands,tst,refuse,verb
PersonX refuses to take PersonX's stand.,PersonX takes PersonX's stand,tst,refuse,verb
X refuses to take Y's place.,PersonX takes PersonY place,tst,refuse,verb
PersonX opposes PersonY stand,PersonX takes PersonY stand,tst,oppose,verb
PersonX disagrees with PersonY,PersonX takes PersonY stand,tst,disagree,affixes_verb
PersonX refuses PersonY's offer.,PersonX takes PersonY up on the offer,tst,refuse,verb
PersonX refuses to see PersonY's side.,PersonX takes PersonY view,tst,refuse,verb
PersonX disagrees with PersonY.,PersonX takes PersonY view,tst,disagree,affixes_verb
PersonX refuses to take PersonY's stand.,PersonX takes PersonY's stand,tst,refuse,verb
PersonX fails to finish as a result,PersonX takes place as a result,tst,fail,verb
PersonX is in the united states,PersonX takes place in europe,tst,unite,affixes_verb
PersonX refuses the offer,PersonX takes the offer,tst,refuse,verb
PersonX refuses the offer.,PersonX takes the offer,tst,refuse,verb
PersonX refuses the food,PersonX tastes the food,tst,refuse,verb
PersonX avoids telling PersonY's mother.,PersonX tells PersonY's mother,tst,avoid,verb
PersonX fails to thank PersonY.,PersonX thanks PersonY's profusely,tst,fail,verb
PersonX believes it rarely happens,PersonX thinks would happen,tst,rarely,single_word
PersonX never tries it again,PersonX tries again next year,tst,never,single_word
PersonX refuses to try anything new.,PersonX tries different things,tst,refuse,verb
PersonX refused to try sushi,PersonX tries sushi,tst,refuse,verb
PersonX never tried sushi before,PersonX tries sushi before,tst,never,single_word
PersonX helps no one,PersonX turns PersonY's life around,tst,no,single_word
PersonX never listens to music.,PersonX turns the music,tst,never,single_word
PersonX pays without coupons,PersonX uses PersonX's coupons,tst,without,single_word
PersonX avoids a friend,PersonX visits a friend,tst,avoid,verb
PersonX avoids my friend,PersonX visits my friend,tst,avoid,verb
PersonX shuns PersonX's cousin and never sees them.,PersonX visits PersonX's cousin,tst,never,single_word
PersonX disowns PersonY's cousin.,PersonX visits PersonY's cousin,tst,disown,affixes_verb
PersonX avoids PersonY's friend,PersonX visits PersonY's friend,tst,avoid,verb
PersonX avoids PersonY's friend.,PersonX visits PersonY's friend,tst,avoid,verb
PersonX gives up waiting at the bus stop,PersonX waits at the bus stop,tst,stop,verb
PersonX refuses to listen to anything PersonY says,PersonX waits for PersonY answer,tst,refuse,verb
PersonX has never had a job.,PersonX waits tables,tst,never,single_word
PersonX has no religion,PersonX walks humbly with PersonX's god,tst,no,single_word
PersonX tries to avoid PersonY,PersonX walks up behind PersonY,tst,avoid,verb
PersonX  has no need,PersonX wants so badly,tst,no,single_word
PersonX dislikes ice cream,PersonX wants some ice cream,tst,dislike,affixes_verb
PersonX hardly knows their own language,PersonX wants to learn a new language,tst,hardly,single_word
PersonX refuses to learn how to drive.,PersonX wants to learn how to drive,tst,refuse,verb
PersonX is uninterested in learning to play an instrument.,PersonX wants to learn how to play the piano,tst,uninterested,affixes_adj
PersonX has no desire for football,PersonX wants to play football,tst,no,single_word
PersonX avoids PersonY,PersonX wants to play with PersonY,tst,avoid,verb
PersonX wants to undress,PersonX wants to wear,tst,undress,affixes_verb
PersonX is unaware of PersonY's needs.,PersonX watches for PersonY opportunity,tst,unaware,affixes_adj
PersonX barely glances.,PersonX watches intently,tst,barely,single_word
PersonX refuses to watch one with PersonY,PersonX watches one with PersonY,tst,refuse,verb
PersonX wins no money,PersonX wins any money,tst,no,single_word
PersonX rarely ever works at all.,PersonX works really hard,tst,rarely,single_word
PersonX never works.,PersonX works tirelessly,tst,never,single_word
PersonX refuses to work.,PersonX would work,tst,refuse,verb
PersonX uncovers PersonY's arm,PersonX wraps PersonY's arm,tst,uncover,affixes_verb
PersonX undoes PersonY's bandage.,PersonX wraps PersonY's hand,tst,undo,affixes_verb
